,case_number,prompt,label_str,evaluation_seed,category_top1,index_top1,scores_top1,category_top2,index_top2,scores_top2,category_top3,index_top3,scores_top3,category_top4,index_top4,scores_top4,category_top5,index_top5,scores_top5,category_top6,index_top6,scores_top6,category_top7,index_top7,scores_top7,category_top8,index_top8,scores_top8,category_top9,index_top9,scores_top9,category_top10,index_top10,scores_top10
24,24,Image of Cassette Player,Cassette Player,6897,cassette player,482,0.21968968,tape player,848,0.20663726,cassette,481,0.10842268,CD player,485,0.026767598,printer,742,0.02357087,photocopier,713,0.00876941,cash machine,480,0.0040610647,radio,754,0.003587861,scale,778,0.0030778777,digital clock,530,0.0026450877
25,25,Image of Cassette Player,Cassette Player,2952,tape player,848,0.11484898,cassette player,482,0.10924375,cassette,481,0.073747195,CD player,485,0.057798017,radio,754,0.053730696,Polaroid camera,732,0.0045774807,iPod,605,0.0025700084,toaster,859,0.002186719,screwdriver,784,0.0020286834,digital clock,530,0.0017857811
26,26,Image of Cassette Player,Cassette Player,5071,cassette player,482,0.22362608,tape player,848,0.20877665,cassette,481,0.11708796,CD player,485,0.036314975,radio,754,0.0249303,Polaroid camera,732,0.022618681,cellular telephone,487,0.005778414,iPod,605,0.0056688427,loudspeaker,632,0.0043387674,remote control,761,0.0029827177
27,27,Image of Cassette Player,Cassette Player,4469,tape player,848,0.17492494,cassette player,482,0.12963286,cassette,481,0.073033735,combination lock,507,0.014330914,safe,771,0.012383959,CD player,485,0.010967434,switch,844,0.0103068035,chest,492,0.007349968,modem,662,0.0071856068,cash machine,480,0.005974963
28,28,Image of Cassette Player,Cassette Player,3360,tape player,848,0.1709935,cassette player,482,0.10253991,CD player,485,0.092048906,iPod,605,0.038808014,cassette,481,0.024806332,cellular telephone,487,0.022661204,radio,754,0.022137048,harmonica,593,0.021719968,pencil box,709,0.014597445,remote control,761,0.01429246
29,29,Image of Cassette Player,Cassette Player,6974,iPod,605,0.054270517,radio,754,0.048160385,desktop computer,527,0.04637983,loudspeaker,632,0.041027997,remote control,761,0.035367515,printer,742,0.02455655,modem,662,0.02352523,cellular telephone,487,0.018964259,hard disc,592,0.018676488,CD player,485,0.017720975
30,30,Image of Cassette Player,Cassette Player,1547,cassette player,482,0.208011,tape player,848,0.12215113,cassette,481,0.12015447,CD player,485,0.01716149,pencil sharpener,710,0.008235653,radio,754,0.005507269,printer,742,0.0050333156,carpenter's kit,477,0.0047841836,laptop,620,0.0029511366,notebook,681,0.00284687
31,31,Image of Cassette Player,Cassette Player,8395,cassette,481,0.290638,cassette player,482,0.21076599,tape player,848,0.12054972,CD player,485,0.005831624,Polaroid camera,732,0.0054020444,printer,742,0.0037338876,radio,754,0.003292143,iPod,605,0.0030836363,reflex camera,759,0.0030430697,wallet,893,0.003025551
32,32,Image of Cassette Player,Cassette Player,1800,tape player,848,0.30714178,cassette player,482,0.1997494,cassette,481,0.091489226,digital watch,531,0.016192282,digital clock,530,0.0137913,CD player,485,0.012038066,hand-held computer,590,0.011065937,switch,844,0.008244528,wallet,893,0.0076547526,pay-phone,707,0.0064170943
33,33,Image of Cassette Player,Cassette Player,9244,radio,754,0.13010952,cassette player,482,0.11707774,tape player,848,0.108837694,Polaroid camera,732,0.051264655,switch,844,0.05113797,joystick,613,0.039007697,cassette,481,0.015430904,digital clock,530,0.015078854,reflex camera,759,0.012890322,binoculars,447,0.008118377
34,34,Image of Cassette Player,Cassette Player,8588,tape player,848,0.14698517,cassette player,482,0.12934214,radio,754,0.09513709,cassette,481,0.091285065,CD player,485,0.0749501,loudspeaker,632,0.011179583,iPod,605,0.0066673798,home theater,598,0.0048461887,screwdriver,784,0.004135356,analog clock,409,0.0038891183
35,35,Image of Cassette Player,Cassette Player,9801,modem,662,0.25856772,remote control,761,0.035840537,radio,754,0.034051288,mouse,673,0.029452791,space heater,811,0.02584904,cellular telephone,487,0.0240048,vacuum,882,0.021528201,switch,844,0.017605003,CD player,485,0.016684212,iron,606,0.014751365
36,36,Image of Cassette Player,Cassette Player,3004,radio,754,0.19073595,CD player,485,0.10006471,tape player,848,0.073537506,cassette player,482,0.068737045,cassette,481,0.03576461,microwave,651,0.024917934,digital clock,530,0.007470778,sewing machine,786,0.006456661,langur,374,0.004701907,revolver,763,0.0035557216
37,37,Image of Cassette Player,Cassette Player,3060,cassette player,482,0.34090737,tape player,848,0.30017993,cassette,481,0.06542887,CD player,485,0.019361988,printer,742,0.009384752,digital clock,530,0.0052482425,iPod,605,0.004508856,modem,662,0.0043146955,cellular telephone,487,0.0035232534,notebook,681,0.0025179433
38,38,Image of Cassette Player,Cassette Player,9240,switch,844,0.11048323,loudspeaker,632,0.08841993,cassette,481,0.06898011,cassette player,482,0.03506072,tape player,848,0.029782703,CD player,485,0.024523612,radio,754,0.021537792,iPod,605,0.015815469,remote control,761,0.0068352097,safe,771,0.0065971604
39,39,Image of Cassette Player,Cassette Player,9657,CD player,485,0.12484436,tape player,848,0.12071285,cassette player,482,0.10208106,cassette,481,0.09829691,radio,754,0.072164476,reflex camera,759,0.014539771,Polaroid camera,732,0.011296317,printer,742,0.0085980585,modem,662,0.006797776,switch,844,0.00673513
40,40,Image of Cassette Player,Cassette Player,8822,Polaroid camera,732,0.19711229,tape player,848,0.054839376,cassette player,482,0.049371894,reflex camera,759,0.008550307,cassette,481,0.00831516,radio,754,0.0065735998,toaster,859,0.0057271034,pencil sharpener,710,0.005569696,printer,742,0.0052766534,slide rule,798,0.0047329525
41,41,Image of Cassette Player,Cassette Player,9272,tape player,848,0.22399502,CD player,485,0.20119986,cassette player,482,0.12704615,radio,754,0.036149517,cassette,481,0.024990918,switch,844,0.00747524,desktop computer,527,0.0061447504,remote control,761,0.005786862,digital clock,530,0.0051116636,loudspeaker,632,0.004919668
42,42,Image of Cassette Player,Cassette Player,8866,tape player,848,0.09920987,cassette player,482,0.0976896,CD player,485,0.03423485,radio,754,0.027086806,cassette,481,0.021481272,loudspeaker,632,0.007123291,printer,742,0.0060790074,reflex camera,759,0.0036192255,digital clock,530,0.0031427457,modem,662,0.002624196
43,43,Image of Cassette Player,Cassette Player,2764,tape player,848,0.15534323,cassette player,482,0.08507265,radio,754,0.044229884,oscilloscope,688,0.038459204,cassette,481,0.03754201,slot,800,0.024548223,joystick,613,0.022905834,accordion,401,0.016456082,loudspeaker,632,0.0146876,CD player,485,0.010829631
44,44,Image of Cassette Player,Cassette Player,9268,tape player,848,0.08117709,cassette player,482,0.06613336,cellular telephone,487,0.06074264,CD player,485,0.049538918,cassette,481,0.041868974,joystick,613,0.03707803,vacuum,882,0.025782382,radio,754,0.024021981,modem,662,0.023457257,hand blower,589,0.01918269
45,45,Image of Cassette Player,Cassette Player,5888,projector,745,0.18466942,radio,754,0.040627044,Polaroid camera,732,0.020348556,loudspeaker,632,0.018447945,tape player,848,0.010357489,switch,844,0.009823516,CD player,485,0.009030398,safe,771,0.008575305,cassette player,482,0.0072296606,desktop computer,527,0.0071295486
46,46,Image of Cassette Player,Cassette Player,8356,CD player,485,0.38621527,radio,754,0.06748743,tape player,848,0.03711165,cassette player,482,0.016410235,wall clock,892,0.009275617,modem,662,0.009202065,digital clock,530,0.008885122,hard disc,592,0.007805067,desktop computer,527,0.0068790917,mailbox,637,0.005459051
47,47,Image of Cassette Player,Cassette Player,3844,cassette,481,0.27237922,cassette player,482,0.17500731,tape player,848,0.11965688,iPod,605,0.052135866,cellular telephone,487,0.022057332,modem,662,0.00573067,hard disc,592,0.0051932787,wallet,893,0.0035580639,digital clock,530,0.0035446621,CD player,485,0.0031121667
48,48,Image of Cassette Player,Cassette Player,2345,cassette,481,0.43768087,cassette player,482,0.08034885,tape player,848,0.06515896,Polaroid camera,732,0.014886414,iPod,605,0.008033556,mouse,673,0.0075759455,CD player,485,0.005088906,cellular telephone,487,0.004498687,hard disc,592,0.0043440377,joystick,613,0.0040612747
49,49,Image of Cassette Player,Cassette Player,9490,cassette,481,0.1568206,tape player,848,0.13474253,cassette player,482,0.09770979,radio,754,0.028867733,CD player,485,0.016124727,reflex camera,759,0.013238353,loudspeaker,632,0.012680531,cellular telephone,487,0.008971354,wallet,893,0.0070086587,Polaroid camera,732,0.004211566
50,50,Image of Cassette Player,Cassette Player,6707,iPod,605,0.09756533,cassette,481,0.08379294,tape player,848,0.05473626,wallet,893,0.042688917,cassette player,482,0.028308498,cellular telephone,487,0.017216288,remote control,761,0.010413766,Band Aid,419,0.009226477,hand-held computer,590,0.008191294,carpenter's kit,477,0.0073553505
51,51,Image of Cassette Player,Cassette Player,3057,radio,754,0.09301615,desktop computer,527,0.067514434,loudspeaker,632,0.056941956,CD player,485,0.04855215,iPod,605,0.044347074,modem,662,0.038027175,tape player,848,0.029105218,projector,745,0.023748491,hard disc,592,0.023046112,cassette player,482,0.01743002
52,52,Image of Cassette Player,Cassette Player,4676,tape player,848,0.105330415,cassette player,482,0.08693457,cassette,481,0.067430176,CD player,485,0.05565415,notebook,681,0.01996709,hard disc,592,0.018039607,radio,754,0.017647635,switch,844,0.012915682,printer,742,0.012631102,modem,662,0.012570094
53,53,Image of Cassette Player,Cassette Player,5691,tape player,848,0.17087127,cassette player,482,0.16340742,CD player,485,0.025792884,hand-held computer,590,0.019760055,cassette,481,0.016325993,radio,754,0.012191863,cellular telephone,487,0.009044636,oscilloscope,688,0.0073616435,remote control,761,0.0070096976,monitor,664,0.0056330576
54,54,Image of Cassette Player,Cassette Player,7600,cassette player,482,0.23409171,tape player,848,0.19431552,cassette,481,0.090912625,Polaroid camera,732,0.030562503,CD player,485,0.015343403,space heater,811,0.00483003,radio,754,0.0045971633,joystick,613,0.0041025216,power drill,740,0.0029940826,digital clock,530,0.002918229
55,55,Image of Cassette Player,Cassette Player,4656,tape player,848,0.12044532,CD player,485,0.097685374,cassette player,482,0.07087517,radio,754,0.06394564,remote control,761,0.026835145,cellular telephone,487,0.02087411,modem,662,0.014998453,cassette,481,0.009272298,notebook,681,0.008282551,hand-held computer,590,0.007860295
56,56,Image of Cassette Player,Cassette Player,4785,cellular telephone,487,0.16536315,remote control,761,0.083541475,radio,754,0.03329723,tape player,848,0.025454562,carpenter's kit,477,0.021224048,cassette player,482,0.019804623,screwdriver,784,0.018918304,switch,844,0.014553852,iPod,605,0.013628371,cassette,481,0.012913392
57,57,Image of Cassette Player,Cassette Player,3956,tape player,848,0.14576907,CD player,485,0.12517317,cassette player,482,0.06959418,radio,754,0.067122936,cassette,481,0.02558206,desktop computer,527,0.017186884,loudspeaker,632,0.015737431,home theater,598,0.009818449,hard disc,592,0.0071873344,cash machine,480,0.0054976954
58,58,Image of Cassette Player,Cassette Player,9451,tape player,848,0.2119936,CD player,485,0.13891554,cassette player,482,0.08215734,desktop computer,527,0.043631524,radio,754,0.013524113,cassette,481,0.010402292,hard disc,592,0.009935431,mailbox,637,0.00488586,cash machine,480,0.0046946094,switch,844,0.0035420775
59,59,Image of Cassette Player,Cassette Player,6788,Polaroid camera,732,0.44205174,cassette player,482,0.042162046,tape player,848,0.033469286,projector,745,0.025051197,cassette,481,0.020476114,radio,754,0.017746344,reflex camera,759,0.013149523,CD player,485,0.012956669,iPod,605,0.008899157,hard disc,592,0.008382809
60,60,Image of Cassette Player,Cassette Player,4592,tape player,848,0.18437478,radio,754,0.16007924,CD player,485,0.15311563,cassette player,482,0.12887199,cassette,481,0.009293546,joystick,613,0.008909906,switch,844,0.00592639,digital clock,530,0.004299096,loudspeaker,632,0.00409497,iPod,605,0.003930131
61,61,Image of Cassette Player,Cassette Player,8032,tape player,848,0.2938137,cassette player,482,0.10706043,cassette,481,0.06426509,Polaroid camera,732,0.041110907,CD player,485,0.0294897,radio,754,0.018818995,modem,662,0.014922844,hard disc,592,0.011589728,switch,844,0.010464866,reflex camera,759,0.009114897
62,62,Image of Cassette Player,Cassette Player,6567,tape player,848,0.2248863,cassette player,482,0.21284895,cassette,481,0.17441872,radio,754,0.01310891,CD player,485,0.013074587,iPod,605,0.0056340746,toaster,859,0.0043168254,remote control,761,0.0029324605,printer,742,0.0028436724,mousetrap,674,0.0028184284
63,63,Image of Cassette Player,Cassette Player,9508,iPod,605,0.39068222,loudspeaker,632,0.09757094,radio,754,0.018426444,tape player,848,0.015323115,cellular telephone,487,0.012681755,pencil sharpener,710,0.01122463,hook,600,0.009688834,cassette player,482,0.0064261574,ballpoint,418,0.005790954,remote control,761,0.005647982
64,64,Image of Cassette Player,Cassette Player,6406,Polaroid camera,732,0.17648688,radio,754,0.16288827,reflex camera,759,0.083991624,cassette player,482,0.017135072,tape player,848,0.01696352,loudspeaker,632,0.009616782,CD player,485,0.00939489,lens cap,622,0.009249434,iPod,605,0.006381583,cassette,481,0.0045363307
65,65,Image of Cassette Player,Cassette Player,3123,tape player,848,0.107516415,CD player,485,0.075318776,cassette player,482,0.07314767,Polaroid camera,732,0.040397447,cassette,481,0.038726088,radio,754,0.03235019,home theater,598,0.0054062908,loudspeaker,632,0.0046726023,reflex camera,759,0.0030417028,mailbox,637,0.002883428
66,66,Image of Cassette Player,Cassette Player,5858,tape player,848,0.19569917,cassette player,482,0.17383863,cassette,481,0.043485448,CD player,485,0.039997913,radio,754,0.023512809,iPod,605,0.012633686,remote control,761,0.012335096,cellular telephone,487,0.011199829,loudspeaker,632,0.010982116,hand-held computer,590,0.008910529
67,67,Image of Cassette Player,Cassette Player,7563,CD player,485,0.14561614,cassette,481,0.06260731,cassette player,482,0.04191082,tape player,848,0.038513172,modem,662,0.03537703,radio,754,0.027991366,hard disc,592,0.024291806,notebook,681,0.009865459,switch,844,0.008388647,projector,745,0.0076549808
68,68,Image of Cassette Player,Cassette Player,9309,tape player,848,0.3139063,cassette player,482,0.20851684,CD player,485,0.06967591,cassette,481,0.050543338,Polaroid camera,732,0.010526142,radio,754,0.0078895455,iPod,605,0.0048027686,hand-held computer,590,0.0038682304,modem,662,0.0033276402,digital clock,530,0.002550145
69,69,Image of Cassette Player,Cassette Player,1793,cassette player,482,0.1908412,tape player,848,0.18654183,cassette,481,0.1762736,radio,754,0.03368761,Polaroid camera,732,0.009115283,window shade,905,0.007147925,CD player,485,0.0065221246,reflex camera,759,0.004786492,analog clock,409,0.0024053713,digital clock,530,0.0020833896
70,70,Image of Cassette Player,Cassette Player,7499,CD player,485,0.18592845,radio,754,0.13287878,cassette player,482,0.04276452,tape player,848,0.042521045,Polaroid camera,732,0.03155308,loudspeaker,632,0.030168604,cassette,481,0.023314146,hard disc,592,0.013531111,projector,745,0.0052249082,modem,662,0.004744961
71,71,Image of Cassette Player,Cassette Player,5667,cassette player,482,0.27339765,tape player,848,0.12254118,radio,754,0.0720163,CD player,485,0.041923475,cassette,481,0.039781816,Polaroid camera,732,0.008035704,reflex camera,759,0.004420206,hand blower,589,0.004002579,digital clock,530,0.0039005934,revolver,763,0.003724633
72,72,Image of Cassette Player,Cassette Player,3321,radio,754,0.18640034,tape player,848,0.116115816,CD player,485,0.09574943,cassette player,482,0.06342224,oscilloscope,688,0.018733893,cassette,481,0.010965986,loudspeaker,632,0.0065788664,switch,844,0.0052081537,reflex camera,759,0.0051160487,remote control,761,0.00393243
73,73,Image of Cassette Player,Cassette Player,7223,desktop computer,527,0.07380245,cash machine,480,0.072518446,loudspeaker,632,0.05222473,radio,754,0.047807567,CD player,485,0.02396643,mailbox,637,0.022332901,tape player,848,0.0155232055,cassette player,482,0.012240283,switch,844,0.010185554,screen,782,0.008670072
74,74,Image of Cassette Player,Cassette Player,4248,radio,754,0.24927795,CD player,485,0.09133887,tape player,848,0.08612688,cassette player,482,0.07366858,loudspeaker,632,0.034911405,cassette,481,0.00766453,switch,844,0.006965317,microwave,651,0.005312918,home theater,598,0.002593621,iPod,605,0.002537532
75,75,Image of Cassette Player,Cassette Player,6736,tape player,848,0.1868389,cassette player,482,0.12265856,CD player,485,0.0637031,cellular telephone,487,0.042213548,Polaroid camera,732,0.027316943,radio,754,0.014330012,desktop computer,527,0.012842614,cassette,481,0.011935296,iPod,605,0.009531893,modem,662,0.007563957
76,76,Image of Cassette Player,Cassette Player,1915,web site,916,0.053287126,hand-held computer,590,0.027992949,Polaroid camera,732,0.024671815,cassette player,482,0.021532457,stopwatch,826,0.020132327,radio,754,0.018332249,slot,800,0.017954994,tape player,848,0.016074767,menu,922,0.015858853,screen,782,0.01577744
77,77,Image of Cassette Player,Cassette Player,7106,cassette,481,0.47662583,cassette player,482,0.1796141,tape player,848,0.09644859,iPod,605,0.037667096,Polaroid camera,732,0.008027168,CD player,485,0.0043637063,modem,662,0.0041449955,mouse,673,0.003909159,cellular telephone,487,0.003157371,pencil box,709,0.0027158433
78,78,Image of Cassette Player,Cassette Player,2868,radio,754,0.1164081,Polaroid camera,732,0.102310985,tape player,848,0.06385125,cassette,481,0.04895991,CD player,485,0.03929435,cassette player,482,0.03610098,switch,844,0.011890305,hand-held computer,590,0.010190149,loudspeaker,632,0.010017061,safe,771,0.009437438
79,79,Image of Cassette Player,Cassette Player,5827,tape player,848,0.1966377,Polaroid camera,732,0.14254187,cassette player,482,0.072206505,cassette,481,0.050172824,CD player,485,0.035251603,radio,754,0.032659847,printer,742,0.0158107,hard disc,592,0.011735594,carpenter's kit,477,0.011065229,remote control,761,0.0076268082
80,80,Image of Cassette Player,Cassette Player,7425,iPod,605,0.41886705,cassette,481,0.11146357,tape player,848,0.09840772,cassette player,482,0.054681882,hand-held computer,590,0.016810242,radio,754,0.014298862,remote control,761,0.012892068,modem,662,0.009982037,CD player,485,0.008100741,cellular telephone,487,0.0070517818
81,81,Image of Cassette Player,Cassette Player,5306,tape player,848,0.13526227,radio,754,0.105234325,cassette player,482,0.09913584,cassette,481,0.046214584,CD player,485,0.031913787,Polaroid camera,732,0.031598113,cellular telephone,487,0.0100186085,digital clock,530,0.008868245,reflex camera,759,0.0070591765,digital watch,531,0.0043582227
82,82,Image of Cassette Player,Cassette Player,8540,loudspeaker,632,0.227749,tape player,848,0.057773158,CD player,485,0.0505032,cassette player,482,0.042680446,cassette,481,0.023029774,reflex camera,759,0.02177792,lens cap,622,0.020072723,switch,844,0.018065516,radio,754,0.016894866,chest,492,0.015334848
83,83,Image of Cassette Player,Cassette Player,2354,tape player,848,0.19448482,cassette,481,0.14856778,cassette player,482,0.1468194,CD player,485,0.034129553,radio,754,0.009374813,hard disc,592,0.0032990007,loudspeaker,632,0.0023519897,digital clock,530,0.001956364,packet,692,0.001911463,screwdriver,784,0.0019086798
84,84,Image of Cassette Player,Cassette Player,1485,tape player,848,0.30555677,cassette player,482,0.116994284,CD player,485,0.06824275,radio,754,0.03790121,cassette,481,0.013057277,loudspeaker,632,0.005951713,Polaroid camera,732,0.0043267603,digital clock,530,0.0027554857,remote control,761,0.0026535157,switch,844,0.0025941913
85,85,Image of Cassette Player,Cassette Player,4502,tape player,848,0.1345132,cassette player,482,0.10427909,radio,754,0.0647781,CD player,485,0.05717247,cassette,481,0.020771433,digital clock,530,0.019698642,space heater,811,0.009162306,loudspeaker,632,0.008610726,microwave,651,0.00762566,modem,662,0.007217152
86,86,Image of Cassette Player,Cassette Player,4533,cassette,481,0.24066219,cassette player,482,0.083020136,iPod,605,0.0559392,tape player,848,0.050367586,modem,662,0.036914278,CD player,485,0.025906991,scale,778,0.02093004,cellular telephone,487,0.013132061,hand-held computer,590,0.01153923,hard disc,592,0.011235702
87,87,Image of Cassette Player,Cassette Player,9511,tape player,848,0.23829263,cassette player,482,0.22355804,cassette,481,0.05788407,Polaroid camera,732,0.03394373,toaster,859,0.010221845,digital watch,531,0.0099062845,wallet,893,0.009864745,digital clock,530,0.009217799,cellular telephone,487,0.008991894,CD player,485,0.008656947
88,88,Image of Cassette Player,Cassette Player,4372,tape player,848,0.18420899,cassette player,482,0.15899901,cassette,481,0.13563503,CD player,485,0.02065878,radio,754,0.014632635,loudspeaker,632,0.0032677818,Polaroid camera,732,0.0025372375,lighter,626,0.0024792699,modem,662,0.0022881245,gibbon,368,0.0022663658
