,case_number,prompt,label_str,evaluation_seed,category_top1,index_top1,scores_top1,category_top2,index_top2,scores_top2,category_top3,index_top3,scores_top3,category_top4,index_top4,scores_top4,category_top5,index_top5,scores_top5,category_top6,index_top6,scores_top6,category_top7,index_top7,scores_top7,category_top8,index_top8,scores_top8,category_top9,index_top9,scores_top9,category_top10,index_top10,scores_top10
10,10,Image of Cassette Player,Cassette Player,4866,remote control,761,0.15432374,tape player,848,0.14789577,CD player,485,0.06301932,hard disc,592,0.03813438,cassette player,482,0.031189702,radio,754,0.024625612,loudspeaker,632,0.012578648,cassette,481,0.0071286373,cellular telephone,487,0.0052715745,iPod,605,0.005189454
11,11,Image of Cassette Player,Cassette Player,7086,tape player,848,0.15767159,cassette player,482,0.13052039,cassette,481,0.08111688,CD player,485,0.062379867,radio,754,0.023519972,digital clock,530,0.0036963674,analog clock,409,0.002187485,loudspeaker,632,0.0020801746,printer,742,0.0018398182,microphone,650,0.0017989
12,12,Image of Cassette Player,Cassette Player,2277,tape player,848,0.16229051,cassette player,482,0.14065523,CD player,485,0.06384167,radio,754,0.047748856,cassette,481,0.027053297,loudspeaker,632,0.0042742197,home theater,598,0.0023434523,digital clock,530,0.0022822255,jeep,609,0.0017540945,briard,226,0.0016402614
13,13,Image of Cassette Player,Cassette Player,8834,tape player,848,0.1688464,cassette player,482,0.13472244,CD player,485,0.080769844,cassette,481,0.056683946,Polaroid camera,732,0.034648184,radio,754,0.022559738,switch,844,0.01685523,iPod,605,0.01637955,digital clock,530,0.012723396,reflex camera,759,0.010805705
14,14,Image of Cassette Player,Cassette Player,3736,tape player,848,0.44591346,cassette player,482,0.18789841,cassette,481,0.04577315,CD player,485,0.034043107,printer,742,0.008747707,Polaroid camera,732,0.005286392,iPod,605,0.0048809606,space bar,810,0.003940655,modem,662,0.003699821,digital clock,530,0.002872165
15,15,Image of Cassette Player,Cassette Player,3753,cassette,481,0.20964396,cassette player,482,0.18352225,tape player,848,0.16229326,Polaroid camera,732,0.004714765,CD player,485,0.002614212,wallet,893,0.002087656,screwdriver,784,0.0020247682,radio,754,0.0015567533,digital clock,530,0.0014167577,reflex camera,759,0.0013730631
16,16,Image of Cassette Player,Cassette Player,7545,tape player,848,0.27373996,cassette player,482,0.112081125,CD player,485,0.07045614,radio,754,0.029125353,vending machine,886,0.018931704,cassette,481,0.015666502,desktop computer,527,0.012048008,loudspeaker,632,0.004661505,mailbox,637,0.004045464,hard disc,592,0.00318456
17,17,Image of Cassette Player,Cassette Player,5592,cassette player,482,0.14715685,tape player,848,0.13351665,Polaroid camera,732,0.1019489,radio,754,0.08044413,cassette,481,0.05453618,CD player,485,0.027873274,iPod,605,0.010266963,switch,844,0.0065519847,digital clock,530,0.0064386977,loudspeaker,632,0.0052852198
18,18,Image of Cassette Player,Cassette Player,4528,tape player,848,0.17703779,cassette player,482,0.12816627,radio,754,0.0625143,iPod,605,0.0338881,CD player,485,0.033583682,cassette,481,0.025663855,desktop computer,527,0.020724982,loudspeaker,632,0.011111006,hard disc,592,0.00444859,remote control,761,0.0038994995
19,19,Image of Cassette Player,Cassette Player,1385,tape player,848,0.32289732,cassette player,482,0.13944176,CD player,485,0.07233774,desktop computer,527,0.023475792,cassette,481,0.021910934,radio,754,0.021445936,loudspeaker,632,0.0051372047,printer,742,0.004183897,hard disc,592,0.0031750356,iPod,605,0.0028745907
20,20,Image of Cassette Player,Cassette Player,1229,cassette,481,0.22944167,tape player,848,0.20061378,cassette player,482,0.1623726,screwdriver,784,0.0069137565,maze,646,0.0044367276,switch,844,0.0043805446,CD player,485,0.0036637236,remote control,761,0.0036227843,computer keyboard,508,0.0031309333,hammer,587,0.0024633978
21,21,Image of Cassette Player,Cassette Player,2988,CD player,485,0.14921337,tape player,848,0.089000605,radio,754,0.05946896,cassette player,482,0.043748368,cassette,481,0.032961223,desktop computer,527,0.009993928,mailbox,637,0.004796863,loudspeaker,632,0.0033734026,television,851,0.0031961936,hard disc,592,0.0027418833
22,22,Image of Cassette Player,Cassette Player,9837,tape player,848,0.17296535,radio,754,0.10882509,cassette player,482,0.102542505,CD player,485,0.09682986,cassette,481,0.035259143,loudspeaker,632,0.0024520473,Polaroid camera,732,0.0021410421,iPod,605,0.001971421,sewing machine,786,0.0017090571,digital clock,530,0.0016702424
23,23,Image of Cassette Player,Cassette Player,1245,tape player,848,0.37470323,cassette player,482,0.2987972,cassette,481,0.041184902,CD player,485,0.0051344647,desktop computer,527,0.00415604,radio,754,0.003931553,maze,646,0.0036787554,hand-held computer,590,0.0021814806,prayer rug,741,0.0019556978,microwave,651,0.0018345793
24,24,Image of Cassette Player,Cassette Player,6897,cassette player,482,0.14803243,tape player,848,0.14638834,cassette,481,0.1299175,radio,754,0.008339285,CD player,485,0.0065891934,hand-held computer,590,0.006221382,modem,662,0.0049456167,printer,742,0.0042820084,mousetrap,674,0.0036240043,space heater,811,0.0031971636
25,25,Image of Cassette Player,Cassette Player,2952,radio,754,0.17477179,tape player,848,0.1566364,CD player,485,0.08857734,cassette player,482,0.07926819,cassette,481,0.03912502,loudspeaker,632,0.005720027,home theater,598,0.0031444824,Polaroid camera,732,0.0029271303,iPod,605,0.0026657812,analog clock,409,0.0022532227
26,26,Image of Cassette Player,Cassette Player,5071,radio,754,0.25225377,CD player,485,0.076663375,tape player,848,0.056694884,cassette player,482,0.041187134,cassette,481,0.0222413,digital clock,530,0.0038325344,Polaroid camera,732,0.0025038165,modem,662,0.0023266776,harmonica,593,0.002251364,hand-held computer,590,0.0019592207
27,27,Image of Cassette Player,Cassette Player,4469,tape player,848,0.20887652,cassette player,482,0.1252747,CD player,485,0.09794744,radio,754,0.046411406,cassette,481,0.043953795,loudspeaker,632,0.0048219482,home theater,598,0.0028497616,desktop computer,527,0.0025476585,digital clock,530,0.0022011069,analog clock,409,0.0021852169
28,28,Image of Cassette Player,Cassette Player,3360,tape player,848,0.3372833,cassette player,482,0.17336725,CD player,485,0.06940181,cassette,481,0.018292358,radio,754,0.012677628,ballpoint,418,0.0046120603,remote control,761,0.004536488,desktop computer,527,0.0038054343,hard disc,592,0.003571286,loudspeaker,632,0.0034737096
29,29,Image of Cassette Player,Cassette Player,6974,radio,754,0.14570768,CD player,485,0.08177697,cassette player,482,0.056533653,tape player,848,0.05344159,loudspeaker,632,0.023367953,reflex camera,759,0.015605042,Polaroid camera,732,0.01151036,cassette,481,0.009195967,oscilloscope,688,0.009132334,hand-held computer,590,0.008919542
30,30,Image of Cassette Player,Cassette Player,1547,tape player,848,0.050011102,cassette player,482,0.034245472,radio,754,0.033943716,lighter,626,0.023435334,joystick,613,0.021981092,cassette,481,0.017238501,remote control,761,0.016440345,switch,844,0.015596446,modem,662,0.01293461,carpenter's kit,477,0.012623028
31,31,Image of Cassette Player,Cassette Player,8395,cassette,481,0.13348387,tape player,848,0.13100773,cassette player,482,0.076480545,radio,754,0.050377898,CD player,485,0.025727775,loudspeaker,632,0.007878887,ping-pong ball,722,0.007346884,television,851,0.006833271,home theater,598,0.0038949426,baseball,429,0.003156178
32,32,Image of Cassette Player,Cassette Player,1800,tape player,848,0.345541,cassette player,482,0.13852538,CD player,485,0.062007446,cassette,481,0.043631222,radio,754,0.013014458,desktop computer,527,0.0033828996,pay-phone,707,0.0025107826,mailbox,637,0.002374387,digital clock,530,0.0020425315,remote control,761,0.001642956
33,33,Image of Cassette Player,Cassette Player,9244,tape player,848,0.2532721,cassette player,482,0.11711981,CD player,485,0.07231255,cassette,481,0.033318114,desktop computer,527,0.027995082,cash machine,480,0.026291335,radio,754,0.021910664,vending machine,886,0.007697429,mailbox,637,0.0049222177,hard disc,592,0.004191966
34,34,Image of Cassette Player,Cassette Player,8588,radio,754,0.2019193,tape player,848,0.090688035,cassette player,482,0.056467984,CD player,485,0.048060954,loudspeaker,632,0.034607314,Polaroid camera,732,0.029449016,cassette,481,0.02554388,projector,745,0.0049677887,home theater,598,0.0048404406,reflex camera,759,0.004302861
35,35,Image of Cassette Player,Cassette Player,9801,tape player,848,0.20659941,CD player,485,0.13446078,cassette player,482,0.07846005,radio,754,0.0469846,cassette,481,0.025603581,desktop computer,527,0.009188446,home theater,598,0.004070847,loudspeaker,632,0.0037956627,notebook,681,0.002455826,hard disc,592,0.002438646
36,36,Image of Cassette Player,Cassette Player,3004,tape player,848,0.15893447,CD player,485,0.09253704,cassette player,482,0.09234749,radio,754,0.09052748,cassette,481,0.031991765,home theater,598,0.0075618993,loudspeaker,632,0.0061025815,entertainment center,548,0.0025313918,digital clock,530,0.0025052237,Polaroid camera,732,0.002293568
37,37,Image of Cassette Player,Cassette Player,3060,cassette player,482,0.111450344,tape player,848,0.10711611,cassette,481,0.102276675,CD player,485,0.0717463,printer,742,0.034678373,Polaroid camera,732,0.03050785,projector,745,0.01521036,radio,754,0.015132821,loudspeaker,632,0.008637888,hard disc,592,0.0051240246
38,38,Image of Cassette Player,Cassette Player,9240,loudspeaker,632,0.13062494,mailbox,637,0.024248827,cassette,481,0.01957762,radio,754,0.012082107,switch,844,0.010026963,monitor,664,0.008132905,slot,800,0.007598124,cassette player,482,0.0075586536,safe,771,0.007415914,screen,782,0.006313036
39,39,Image of Cassette Player,Cassette Player,9657,tape player,848,0.24295339,cassette player,482,0.16885823,cassette,481,0.030074846,radio,754,0.029245244,CD player,485,0.022552451,oscilloscope,688,0.011645108,crossword puzzle,918,0.00482636,web site,916,0.004291951,digital clock,530,0.0031546433,remote control,761,0.0030963942
40,40,Image of Cassette Player,Cassette Player,8822,tape player,848,0.116501555,radio,754,0.09828531,cassette player,482,0.07550118,CD player,485,0.059516508,cassette,481,0.03302374,Polaroid camera,732,0.0051440313,digital clock,530,0.0047368477,analog clock,409,0.0029429398,loudspeaker,632,0.0026615772,printer,742,0.0022179277
41,41,Image of Cassette Player,Cassette Player,9272,CD player,485,0.19493023,radio,754,0.16511391,tape player,848,0.10793715,cassette player,482,0.081542276,cassette,481,0.01668128,loudspeaker,632,0.006351844,desktop computer,527,0.0040060026,microwave,651,0.003446465,television,851,0.002783526,oscilloscope,688,0.002567013
42,42,Image of Cassette Player,Cassette Player,8866,tape player,848,0.19283918,cassette,481,0.15828457,cassette player,482,0.11750399,CD player,485,0.028894322,reflex camera,759,0.021575747,radio,754,0.008371466,pencil sharpener,710,0.0038951775,lens cap,622,0.0036250986,Polaroid camera,732,0.0029813573,digital clock,530,0.0028192163
43,43,Image of Cassette Player,Cassette Player,2764,tape player,848,0.1928759,cassette player,482,0.13647075,radio,754,0.06431628,cassette,481,0.037337124,CD player,485,0.02934119,digital clock,530,0.0046369005,loudspeaker,632,0.00289745,oscilloscope,688,0.0027979526,Polaroid camera,732,0.0027902955,switch,844,0.0017230404
44,44,Image of Cassette Player,Cassette Player,9268,tape player,848,0.20082611,cassette player,482,0.09402317,CD player,485,0.04533883,cassette,481,0.016587064,Polaroid camera,732,0.015895993,photocopier,713,0.01571697,notebook,681,0.015639776,printer,742,0.013222908,hard disc,592,0.010714742,digital watch,531,0.008010181
45,45,Image of Cassette Player,Cassette Player,5888,radio,754,0.19892068,tape player,848,0.18975009,cassette player,482,0.1044094,CD player,485,0.049398094,cassette,481,0.022139702,loudspeaker,632,0.010530684,home theater,598,0.010328354,microphone,650,0.005217665,television,851,0.0038146486,vacuum,882,0.0037117426
46,46,Image of Cassette Player,Cassette Player,8356,radio,754,0.16192923,CD player,485,0.13247037,tape player,848,0.09568578,cassette player,482,0.070708364,modem,662,0.027812244,digital clock,530,0.022560814,hand-held computer,590,0.01144199,cassette,481,0.011124203,loudspeaker,632,0.0069209626,analog clock,409,0.0058425283
47,47,Image of Cassette Player,Cassette Player,3844,tape player,848,0.13768291,CD player,485,0.1315521,cassette player,482,0.120801516,radio,754,0.07451232,cassette,481,0.060354777,loudspeaker,632,0.0059424103,home theater,598,0.0038761497,iPod,605,0.0029546039,digital clock,530,0.0019412395,modem,662,0.0017230894
48,48,Image of Cassette Player,Cassette Player,2345,cassette,481,0.14073719,Polaroid camera,732,0.07508167,joystick,613,0.06865246,tape player,848,0.061521363,remote control,761,0.043383796,cassette player,482,0.043354448,CD player,485,0.014532721,iPod,605,0.011967587,radio,754,0.007770564,switch,844,0.007505031
49,49,Image of Cassette Player,Cassette Player,9490,cassette,481,0.17385228,tape player,848,0.15828879,cassette player,482,0.12183918,radio,754,0.047555543,loudspeaker,632,0.047007136,CD player,485,0.019572422,reflex camera,759,0.0034839457,oscilloscope,688,0.0025909385,hand-held computer,590,0.0024873554,digital clock,530,0.0021320307
50,50,Image of Cassette Player,Cassette Player,6707,cassette,481,0.28453812,cassette player,482,0.064081244,tape player,848,0.06094293,radio,754,0.0039294534,hard disc,592,0.003909268,carpenter's kit,477,0.002899045,bolo tie,451,0.0025801351,cleaver,499,0.0023354918,joystick,613,0.0020947985,screwdriver,784,0.002084552
51,51,Image of Cassette Player,Cassette Player,3057,radio,754,0.061110836,tape player,848,0.044224408,CD player,485,0.041164424,cassette player,482,0.03354888,loudspeaker,632,0.030850109,desktop computer,527,0.03034073,cassette,481,0.025369069,iPod,605,0.019135239,modem,662,0.013845552,hand-held computer,590,0.01376947
52,52,Image of Cassette Player,Cassette Player,4676,CD player,485,0.2639535,radio,754,0.16933486,tape player,848,0.0876556,cassette player,482,0.07394983,cassette,481,0.03768022,space heater,811,0.007694913,toaster,859,0.0061863996,digital clock,530,0.0045077885,printer,742,0.003508813,loudspeaker,632,0.0031550403
53,53,Image of Cassette Player,Cassette Player,5691,tape player,848,0.23941027,cassette player,482,0.18890694,cassette,481,0.03769562,CD player,485,0.022047242,radio,754,0.011117426,hand-held computer,590,0.008481203,digital clock,530,0.00573375,analog clock,409,0.005238532,digital watch,531,0.0047333166,printer,742,0.0039206585
54,54,Image of Cassette Player,Cassette Player,7600,tape player,848,0.20203589,cassette player,482,0.09627752,CD player,485,0.04246621,radio,754,0.037655137,desktop computer,527,0.021286111,slot,800,0.01581195,cassette,481,0.012199971,space heater,811,0.010479551,mailbox,637,0.009086105,hand-held computer,590,0.0051051443
55,55,Image of Cassette Player,Cassette Player,4656,tape player,848,0.30427825,cassette player,482,0.15776688,CD player,485,0.06539333,radio,754,0.04809636,cassette,481,0.021452507,vending machine,886,0.0040806197,cash machine,480,0.0034586817,web site,916,0.0023522063,loudspeaker,632,0.002144284,modem,662,0.001764105
56,56,Image of Cassette Player,Cassette Player,4785,tape player,848,0.2833419,cassette player,482,0.12674789,CD player,485,0.03867263,cassette,481,0.02590735,radio,754,0.017750345,vending machine,886,0.0123517485,loudspeaker,632,0.0049180207,mailbox,637,0.0048221485,desktop computer,527,0.0040915716,cash machine,480,0.0037632298
57,57,Image of Cassette Player,Cassette Player,3956,tape player,848,0.14072227,desktop computer,527,0.06554037,CD player,485,0.063131616,cassette player,482,0.041566037,home theater,598,0.034764253,radio,754,0.029421572,television,851,0.019395465,monitor,664,0.01544595,notebook,681,0.014316574,cassette,481,0.013744982
58,58,Image of Cassette Player,Cassette Player,9451,tape player,848,0.19592209,CD player,485,0.16471002,cassette player,482,0.080506936,radio,754,0.045666106,desktop computer,527,0.01868006,cassette,481,0.012863758,hard disc,592,0.0052203704,loudspeaker,632,0.0025241002,mailbox,637,0.0022582582,analog clock,409,0.001887178
59,59,Image of Cassette Player,Cassette Player,6788,web site,916,0.09453124,tape player,848,0.08787669,cassette player,482,0.0585929,radio,754,0.04407884,CD player,485,0.02008826,cassette,481,0.018719947,rule,769,0.011586961,oscilloscope,688,0.0097813,menu,922,0.009171375,digital clock,530,0.008936229
60,60,Image of Cassette Player,Cassette Player,4592,radio,754,0.2687632,CD player,485,0.09840833,tape player,848,0.09244425,cassette player,482,0.08169369,loudspeaker,632,0.023100022,cassette,481,0.008654653,monitor,664,0.004792739,Polaroid camera,732,0.0042050183,microphone,650,0.004033975,home theater,598,0.0032440121
61,61,Image of Cassette Player,Cassette Player,8032,cassette,481,0.1842772,tape player,848,0.16303696,cassette player,482,0.08920387,CD player,485,0.019964112,radio,754,0.018621147,reflex camera,759,0.0034617858,Polaroid camera,732,0.0030623297,digital clock,530,0.002073891,loudspeaker,632,0.0019230457,iPod,605,0.0018380523
62,62,Image of Cassette Player,Cassette Player,6567,cassette,481,0.20152526,cassette player,482,0.1432414,tape player,848,0.121742524,radio,754,0.024385834,CD player,485,0.0067716017,space heater,811,0.0022085987,iPod,605,0.0017080406,digital clock,530,0.0016929191,mousetrap,674,0.0016686583,rule,769,0.0015858491
63,63,Image of Cassette Player,Cassette Player,9508,tape player,848,0.18527818,cassette player,482,0.08115503,CD player,485,0.03743302,radio,754,0.018790033,switch,844,0.016225714,cassette,481,0.015228979,desktop computer,527,0.010888633,space heater,811,0.0037908342,hard disc,592,0.003288407,mailbox,637,0.0027597507
64,64,Image of Cassette Player,Cassette Player,6406,tape player,848,0.14647543,cassette,481,0.13383245,cassette player,482,0.1324769,space heater,811,0.016147755,projector,745,0.014846173,mousetrap,674,0.014218952,can opener,473,0.010913799,CD player,485,0.010138837,radio,754,0.009805555,iPod,605,0.008554362
65,65,Image of Cassette Player,Cassette Player,3123,tape player,848,0.17565684,CD player,485,0.104515485,cassette player,482,0.09341644,radio,754,0.05822094,cassette,481,0.023581501,mailbox,637,0.0033451533,analog clock,409,0.002934791,digital clock,530,0.0028928907,Polaroid camera,732,0.002762309,loudspeaker,632,0.0024498473
66,66,Image of Cassette Player,Cassette Player,5858,tape player,848,0.120032325,radio,754,0.116917856,cassette player,482,0.111986555,CD player,485,0.10038171,cassette,481,0.027497403,loudspeaker,632,0.0033552537,screwdriver,784,0.0017851024,sewing machine,786,0.0016379349,letter opener,623,0.0015549172,digital clock,530,0.001510709
67,67,Image of Cassette Player,Cassette Player,7563,modem,662,0.09818449,CD player,485,0.07770448,radio,754,0.056203786,photocopier,713,0.035761397,printer,742,0.028582772,tape player,848,0.028168408,projector,745,0.025974099,cassette player,482,0.023449408,hard disc,592,0.021849558,space heater,811,0.018696295
68,68,Image of Cassette Player,Cassette Player,9309,tape player,848,0.27309552,cassette player,482,0.10247335,radio,754,0.08414112,CD player,485,0.08144484,cassette,481,0.04537556,desktop computer,527,0.019105982,loudspeaker,632,0.014638419,iPod,605,0.01003538,television,851,0.006419183,home theater,598,0.005617305
69,69,Image of Cassette Player,Cassette Player,1793,tape player,848,0.3123237,cassette player,482,0.083602205,CD player,485,0.039363004,desktop computer,527,0.026311493,mailbox,637,0.017746171,radio,754,0.015311247,cassette,481,0.010024357,web site,916,0.0023735394,analog clock,409,0.0017948834,hand-held computer,590,0.0017398134
70,70,Image of Cassette Player,Cassette Player,7499,tape player,848,0.17002854,cassette player,482,0.10941197,CD player,485,0.094666496,radio,754,0.06554325,modem,662,0.016176125,cassette,481,0.014562616,projector,745,0.005684111,digital clock,530,0.0056659128,Polaroid camera,732,0.005181987,hard disc,592,0.005001778
71,71,Image of Cassette Player,Cassette Player,5667,tape player,848,0.22117904,cassette player,482,0.15022784,cassette,481,0.12480133,radio,754,0.03376378,CD player,485,0.019802108,Polaroid camera,732,0.015616596,reflex camera,759,0.009275035,loudspeaker,632,0.0043612896,lens cap,622,0.0025982852,switch,844,0.0017253783
72,72,Image of Cassette Player,Cassette Player,3321,tape player,848,0.3119923,cassette player,482,0.1262013,CD player,485,0.10172503,radio,754,0.060988028,vending machine,886,0.02633442,cassette,481,0.010678315,loudspeaker,632,0.00580189,desktop computer,527,0.004390851,cellular telephone,487,0.0036152047,mailbox,637,0.0034783455
73,73,Image of Cassette Player,Cassette Player,7223,tape player,848,0.21388896,cassette player,482,0.07993655,radio,754,0.047371704,CD player,485,0.039667923,desktop computer,527,0.024320856,loudspeaker,632,0.019289935,cassette,481,0.016913354,iPod,605,0.010437345,modem,662,0.010279828,switch,844,0.008703744
74,74,Image of Cassette Player,Cassette Player,4248,tape player,848,0.14961931,cassette player,482,0.13749146,cassette,481,0.11695327,radio,754,0.029621616,CD player,485,0.016836813,safe,771,0.0043769768,gibbon,368,0.003504065,digital clock,530,0.003002635,microwave,651,0.0028553344,television,851,0.0028354765
75,75,Image of Cassette Player,Cassette Player,6736,tape player,848,0.31274107,CD player,485,0.13743775,cassette player,482,0.1102427,radio,754,0.048147853,vending machine,886,0.011219334,desktop computer,527,0.010941719,cassette,481,0.010412839,digital clock,530,0.003870254,microwave,651,0.0036021445,analog clock,409,0.0024890816
76,76,Image of Cassette Player,Cassette Player,1915,tape player,848,0.14591675,cassette player,482,0.08215853,desktop computer,527,0.0782865,radio,754,0.059428915,CD player,485,0.052943237,space heater,811,0.048975818,rotisserie,766,0.017989477,cassette,481,0.015087972,microwave,651,0.014212273,television,851,0.01329422
77,77,Image of Cassette Player,Cassette Player,7106,tape player,848,0.307685,cassette player,482,0.102907956,CD player,485,0.028752048,cassette,481,0.02741352,radio,754,0.018396089,loudspeaker,632,0.010970595,desktop computer,527,0.007727075,scoreboard,781,0.0054396987,computer keyboard,508,0.0033650424,space bar,810,0.0031977124
78,78,Image of Cassette Player,Cassette Player,2868,tape player,848,0.25933316,cassette player,482,0.10303443,loudspeaker,632,0.07290453,desktop computer,527,0.05318756,CD player,485,0.043162156,radio,754,0.04027044,cassette,481,0.02072739,home theater,598,0.012949753,mailbox,637,0.011895391,television,851,0.0065289247
79,79,Image of Cassette Player,Cassette Player,5827,radio,754,0.30037096,tape player,848,0.089626454,cassette player,482,0.054332636,oscilloscope,688,0.034543976,cassette,481,0.031763807,CD player,485,0.009955034,reflex camera,759,0.0027251893,loudspeaker,632,0.0026015996,sewing machine,786,0.0022743463,digital clock,530,0.0020884534
80,80,Image of Cassette Player,Cassette Player,7425,tape player,848,0.22644591,cassette,481,0.21138422,cassette player,482,0.18819712,iPod,605,0.056826487,CD player,485,0.037915353,joystick,613,0.010430811,radio,754,0.009423545,Polaroid camera,732,0.007333776,cellular telephone,487,0.0071947984,modem,662,0.0060118325
81,81,Image of Cassette Player,Cassette Player,5306,tape player,848,0.16338457,cassette player,482,0.15327446,radio,754,0.08577276,CD player,485,0.065056495,cassette,481,0.045869842,loudspeaker,632,0.0047815545,iPod,605,0.0042416984,printer,742,0.0039870576,hard disc,592,0.0035463087,screwdriver,784,0.0022753251
82,82,Image of Cassette Player,Cassette Player,8540,tape player,848,0.29483193,cassette player,482,0.17444342,radio,754,0.039003965,CD player,485,0.02981715,cassette,481,0.025679316,loudspeaker,632,0.0028218199,chest,492,0.0022980878,digital clock,530,0.0021539181,analog clock,409,0.001864836,liner,628,0.0016283019
83,83,Image of Cassette Player,Cassette Player,2354,tape player,848,0.18337925,cassette player,482,0.15553245,cassette,481,0.09879628,CD player,485,0.0759211,radio,754,0.03380112,loudspeaker,632,0.004576236,iPod,605,0.0033408722,home theater,598,0.0028477432,digital clock,530,0.0025676698,analog clock,409,0.002009522
84,84,Image of Cassette Player,Cassette Player,1485,tape player,848,0.19123764,CD player,485,0.06857865,radio,754,0.06152999,cassette player,482,0.055460785,loudspeaker,632,0.018045502,desktop computer,527,0.011045836,cassette,481,0.010063182,television,851,0.00897823,home theater,598,0.005616034,cash machine,480,0.005276053
85,85,Image of Cassette Player,Cassette Player,4502,tape player,848,0.3996803,cassette player,482,0.19080687,CD player,485,0.04341566,cassette,481,0.012428975,radio,754,0.01167788,mailbox,637,0.00482681,loudspeaker,632,0.004581992,desktop computer,527,0.001696975,carton,478,0.0012044525,modem,662,0.0011531777
86,86,Image of Cassette Player,Cassette Player,4533,cassette,481,0.26773947,cassette player,482,0.089235894,tape player,848,0.085549675,CD player,485,0.054865915,Polaroid camera,732,0.031864516,iPod,605,0.023515258,printer,742,0.011998804,modem,662,0.009447473,radio,754,0.008188637,digital clock,530,0.0059280596
87,87,Image of Cassette Player,Cassette Player,9511,CD player,485,0.21868314,tape player,848,0.21003152,cassette player,482,0.14840864,cassette,481,0.029666414,radio,754,0.013958065,digital clock,530,0.0073216823,modem,662,0.006833887,toaster,859,0.0052060666,printer,742,0.0051500387,harmonica,593,0.0037608538
88,88,Image of Cassette Player,Cassette Player,4372,tape player,848,0.2963431,cassette player,482,0.12738504,radio,754,0.03486303,cassette,481,0.031644978,CD player,485,0.027852943,loudspeaker,632,0.004659668,home theater,598,0.0042790323,space heater,811,0.0038169161,rule,769,0.0037546542,slide rule,798,0.003592686
