,case_number,prompt,label_str,evaluation_seed,category_top1,index_top1,scores_top1,category_top2,index_top2,scores_top2,category_top3,index_top3,scores_top3,category_top4,index_top4,scores_top4,category_top5,index_top5,scores_top5,category_top6,index_top6,scores_top6,category_top7,index_top7,scores_top7,category_top8,index_top8,scores_top8,category_top9,index_top9,scores_top9,category_top10,index_top10,scores_top10
26,26,Image of Cassette Player,Cassette Player,5071,tape player,848,0.2019502,cassette player,482,0.1433985,laptop,620,0.047368053,cassette,481,0.040110193,notebook,681,0.03655761,hard disc,592,0.02574514,CD player,485,0.014683267,space bar,810,0.008449246,desktop computer,527,0.007377318,Polaroid camera,732,0.0060246796
27,27,Image of Cassette Player,Cassette Player,4469,tape player,848,0.1867344,cassette player,482,0.14176825,CD player,485,0.07686519,radio,754,0.032355122,cassette,481,0.026487758,desktop computer,527,0.010241523,cash machine,480,0.004020417,loudspeaker,632,0.0037419212,safe,771,0.0027680637,television,851,0.0023236277
28,28,Image of Cassette Player,Cassette Player,3360,radio,754,0.23225422,tape player,848,0.15144812,cassette player,482,0.14939518,CD player,485,0.051298015,cassette,481,0.03814678,loudspeaker,632,0.0074086506,window screen,904,0.002531128,digital clock,530,0.0021934614,file,553,0.0019724895,analog clock,409,0.0018641587
29,29,Image of Cassette Player,Cassette Player,6974,radio,754,0.19977686,CD player,485,0.17874748,tape player,848,0.07122788,cassette player,482,0.06570317,home theater,598,0.04504051,loudspeaker,632,0.016327886,entertainment center,548,0.01245224,television,851,0.011269092,cassette,481,0.010417702,analog clock,409,0.005046996
30,30,Image of Cassette Player,Cassette Player,1547,cassette,481,0.14146201,cassette player,482,0.1253094,tape player,848,0.11968236,radio,754,0.061707426,CD player,485,0.03114186,Polaroid camera,732,0.003621626,digital clock,530,0.0025391807,wallet,893,0.0019540112,television,851,0.0018540503,wall clock,892,0.0017590891
31,31,Image of Cassette Player,Cassette Player,8395,Polaroid camera,732,0.17992018,tape player,848,0.08916804,cassette,481,0.054820724,cassette player,482,0.043918833,CD player,485,0.037669033,cellular telephone,487,0.029120453,safe,771,0.024441076,loudspeaker,632,0.017869875,radio,754,0.009846447,modem,662,0.009647377
32,32,Image of Cassette Player,Cassette Player,1800,cash machine,480,0.123262286,mailbox,637,0.046536785,safe,771,0.038787734,combination lock,507,0.01202066,medicine chest,648,0.010773697,television,851,0.009294724,tape player,848,0.008543306,wardrobe,894,0.006592388,scale,778,0.006541973,entertainment center,548,0.0064674416
33,33,Image of Cassette Player,Cassette Player,9244,tape player,848,0.25296494,cassette player,482,0.12982987,CD player,485,0.06724834,radio,754,0.038681734,cassette,481,0.020696463,digital clock,530,0.005000156,Polaroid camera,732,0.0047850166,loudspeaker,632,0.004096244,modem,662,0.003233381,oscilloscope,688,0.00240415
34,34,Image of Cassette Player,Cassette Player,8588,tape player,848,0.10691345,cassette player,482,0.10164219,radio,754,0.094313,cassette,481,0.067126885,CD player,485,0.059058078,Polaroid camera,732,0.047552835,projector,745,0.007750387,loudspeaker,632,0.0036842818,reflex camera,759,0.0026660955,lens cap,622,0.0024068062
35,35,Image of Cassette Player,Cassette Player,9801,cassette,481,0.122481026,radio,754,0.09139397,iPod,605,0.064748295,tape player,848,0.06051501,cassette player,482,0.054114394,CD player,485,0.04829536,birdhouse,448,0.017963588,binder,446,0.014236408,wallet,893,0.013885385,book jacket,921,0.010251336
36,36,Image of Cassette Player,Cassette Player,3004,switch,844,0.17416804,loudspeaker,632,0.06708733,tape player,848,0.058859657,cassette player,482,0.035347465,modem,662,0.017863588,combination lock,507,0.016589228,remote control,761,0.01654703,CD player,485,0.015686594,hard disc,592,0.0130689815,radio,754,0.009161928
37,37,Image of Cassette Player,Cassette Player,3060,tape player,848,0.26470515,CD player,485,0.10233459,cassette player,482,0.086231,radio,754,0.05638172,desktop computer,527,0.02684605,cash machine,480,0.014004387,loudspeaker,632,0.01232692,hard disc,592,0.011362431,cassette,481,0.0073014176,remote control,761,0.005610769
38,38,Image of Cassette Player,Cassette Player,9240,tape player,848,0.18289912,cassette player,482,0.17611746,cassette,481,0.04963473,radio,754,0.03650305,loudspeaker,632,0.023724485,CD player,485,0.02238609,Polaroid camera,732,0.014451403,iPod,605,0.009035167,safe,771,0.0072221817,television,851,0.006311897
39,39,Image of Cassette Player,Cassette Player,9657,CD player,485,0.19953987,radio,754,0.08636398,tape player,848,0.04884011,printer,742,0.045419436,cassette player,482,0.037447583,oscilloscope,688,0.026558531,screen,782,0.015376253,photocopier,713,0.011310639,cassette,481,0.009873232,digital clock,530,0.009802821
40,40,Image of Cassette Player,Cassette Player,8822,CD player,485,0.14856398,tape player,848,0.101961784,cassette player,482,0.08110254,desktop computer,527,0.05922042,radio,754,0.048942544,hard disc,592,0.037597675,cellular telephone,487,0.015570024,loudspeaker,632,0.015560383,iPod,605,0.014492019,Polaroid camera,732,0.013619304
41,41,Image of Cassette Player,Cassette Player,9272,tape player,848,0.26353303,cassette player,482,0.18581897,cassette,481,0.06300516,CD player,485,0.056192447,radio,754,0.0066215084,printer,742,0.0063525946,modem,662,0.003892879,photocopier,713,0.0035935515,space bar,810,0.0032617545,projector,745,0.0026004168
42,42,Image of Cassette Player,Cassette Player,8866,tape player,848,0.23790197,cassette player,482,0.10160091,CD player,485,0.0712096,loudspeaker,632,0.036942367,radio,754,0.036697865,cassette,481,0.028719697,home theater,598,0.023892818,television,851,0.016305571,Polaroid camera,732,0.01328431,entertainment center,548,0.008173653
43,43,Image of Cassette Player,Cassette Player,2764,radio,754,0.19768001,tape player,848,0.14214417,cassette player,482,0.117750995,cassette,481,0.03942495,CD player,485,0.032250177,Polaroid camera,732,0.007748778,loudspeaker,632,0.003246136,iPod,605,0.0027741098,digital clock,530,0.0022250763,analog clock,409,0.0016014561
44,44,Image of Cassette Player,Cassette Player,9268,book jacket,921,0.16119407,tape player,848,0.066184334,cassette player,482,0.038004544,carton,478,0.031187743,safe,771,0.023928905,switch,844,0.019936508,binder,446,0.013996153,cassette,481,0.013556149,packet,692,0.013185738,digital clock,530,0.013045724
45,45,Image of Cassette Player,Cassette Player,5888,CD player,485,0.35538968,radio,754,0.055557556,printer,742,0.04628002,tape player,848,0.03986894,cassette player,482,0.02765229,oscilloscope,688,0.017155468,screen,782,0.013641624,photocopier,713,0.010805928,digital clock,530,0.010050303,modem,662,0.0067677787
46,46,Image of Cassette Player,Cassette Player,8356,tape player,848,0.13442387,cassette player,482,0.11527192,radio,754,0.06691993,cassette,481,0.03949816,CD player,485,0.03553804,projector,745,0.024638342,iPod,605,0.016207177,printer,742,0.014384667,Polaroid camera,732,0.013571549,toaster,859,0.011371826
47,47,Image of Cassette Player,Cassette Player,3844,CD player,485,0.2211385,tape player,848,0.1270043,radio,754,0.06997896,cassette player,482,0.06642378,cassette,481,0.0131032085,home theater,598,0.0062859613,television,851,0.0046880664,loudspeaker,632,0.004646013,desktop computer,527,0.0032664032,entertainment center,548,0.0031412723
48,48,Image of Cassette Player,Cassette Player,2345,CD player,485,0.19107953,tape player,848,0.13711025,radio,754,0.087422945,cassette player,482,0.08584445,microwave,651,0.05960553,loudspeaker,632,0.01073215,cassette,481,0.009998201,digital clock,530,0.0078021926,television,851,0.004597816,home theater,598,0.0040758057
49,49,Image of Cassette Player,Cassette Player,9490,CD player,485,0.109116405,barometer,426,0.08707424,puck,746,0.07840375,stopwatch,826,0.05758849,magnetic compass,635,0.046142466,digital clock,530,0.034221813,cassette player,482,0.033693064,tape player,848,0.015751883,digital watch,531,0.011840063,wall clock,892,0.008561953
50,50,Image of Cassette Player,Cassette Player,6707,fire screen,556,0.1239489,loudspeaker,632,0.104982406,digital clock,530,0.07717882,tape player,848,0.030096414,modem,662,0.02783966,radio,754,0.021912767,cellular telephone,487,0.015892236,cassette player,482,0.015189647,remote control,761,0.012688119,CD player,485,0.009901591
51,51,Image of Cassette Player,Cassette Player,3057,tape player,848,0.105228595,CD player,485,0.09325725,cassette player,482,0.07682897,desktop computer,527,0.074390985,cash machine,480,0.047285765,radio,754,0.03390167,loudspeaker,632,0.024513032,hard disc,592,0.011518965,mailbox,637,0.010522684,cassette,481,0.008316821
52,52,Image of Cassette Player,Cassette Player,4676,tape player,848,0.2032699,cassette player,482,0.14922725,CD player,485,0.11695907,radio,754,0.04271387,cassette,481,0.011928542,printer,742,0.0117905885,modem,662,0.010296033,cash machine,480,0.008429409,microwave,651,0.0066744336,oscilloscope,688,0.00653895
53,53,Image of Cassette Player,Cassette Player,5691,CD player,485,0.19676769,tape player,848,0.15568122,cassette player,482,0.13597378,digital clock,530,0.034570415,radio,754,0.028054947,cassette,481,0.016369928,remote control,761,0.013298934,safe,771,0.010859703,iPod,605,0.009626767,modem,662,0.008274134
54,54,Image of Cassette Player,Cassette Player,7600,cassette,481,0.13966359,tape player,848,0.07942029,cassette player,482,0.051493857,remote control,761,0.046874844,Polaroid camera,732,0.026179219,cellular telephone,487,0.02157636,radio,754,0.016972516,projector,745,0.014624747,safe,771,0.011960887,CD player,485,0.009049936
55,55,Image of Cassette Player,Cassette Player,4656,tape player,848,0.1902631,CD player,485,0.13769397,cassette player,482,0.13045414,radio,754,0.021057008,cassette,481,0.012220817,loudspeaker,632,0.0087326635,desktop computer,527,0.008549584,cash machine,480,0.007439795,hard disc,592,0.0065253386,modem,662,0.0047591026
56,56,Image of Cassette Player,Cassette Player,4785,Polaroid camera,732,0.16387363,cassette,481,0.07552881,cassette player,482,0.07383124,tape player,848,0.07022173,radio,754,0.04427851,CD player,485,0.036355793,reflex camera,759,0.026784785,iPod,605,0.01120074,projector,745,0.009094407,toaster,859,0.007566124
57,57,Image of Cassette Player,Cassette Player,3956,tape player,848,0.35830006,cassette player,482,0.21870716,CD player,485,0.075085655,radio,754,0.026407968,cassette,481,0.017724771,home theater,598,0.008480514,entertainment center,548,0.007606634,loudspeaker,632,0.0075081144,Polaroid camera,732,0.005796946,television,851,0.0042655794
58,58,Image of Cassette Player,Cassette Player,9451,projector,745,0.18722388,radio,754,0.083303794,modem,662,0.04132829,lighter,626,0.026218098,hard disc,592,0.016781239,remote control,761,0.015276895,digital clock,530,0.013925205,switch,844,0.012011904,matchstick,644,0.011755169,cellular telephone,487,0.011021759
59,59,Image of Cassette Player,Cassette Player,6788,tape player,848,0.13088909,cassette player,482,0.09434337,CD player,485,0.08733602,radio,754,0.08502199,cassette,481,0.04027037,iPod,605,0.010330857,printer,742,0.0054896194,digital clock,530,0.0054884637,desktop computer,527,0.005392605,modem,662,0.004547211
60,60,Image of Cassette Player,Cassette Player,4592,cassette player,482,0.17316619,tape player,848,0.09297049,CD player,485,0.08623904,cassette,481,0.07522118,radio,754,0.046437476,modem,662,0.007830975,digital clock,530,0.007145715,Polaroid camera,732,0.006225827,printer,742,0.005864941,iPod,605,0.004292066
61,61,Image of Cassette Player,Cassette Player,8032,CD player,485,0.17039989,cassette player,482,0.13563748,tape player,848,0.11613117,radio,754,0.084277876,cassette,481,0.042897988,digital clock,530,0.015391977,iPod,605,0.0092842365,pencil sharpener,710,0.0056393826,web site,916,0.0055618016,digital watch,531,0.0029161356
62,62,Image of Cassette Player,Cassette Player,6567,tape player,848,0.17186728,cassette player,482,0.05421816,wall clock,892,0.04346459,analog clock,409,0.037133478,CD player,485,0.03397539,safe,771,0.028652921,radio,754,0.017806822,entertainment center,548,0.017429631,television,851,0.01541518,combination lock,507,0.015332848
63,63,Image of Cassette Player,Cassette Player,9508,CD player,485,0.25481585,tape player,848,0.13681617,cassette player,482,0.056235146,radio,754,0.046498705,desktop computer,527,0.029086635,television,851,0.017556814,loudspeaker,632,0.012463812,home theater,598,0.010863841,entertainment center,548,0.009691803,mailbox,637,0.007271418
64,64,Image of Cassette Player,Cassette Player,6406,tape player,848,0.16117677,CD player,485,0.086053215,cassette player,482,0.082110636,cassette,481,0.05112102,radio,754,0.048056558,home theater,598,0.010158767,printer,742,0.010025253,cash machine,480,0.006957561,loudspeaker,632,0.00688546,desktop computer,527,0.005291641
65,65,Image of Cassette Player,Cassette Player,3123,tape player,848,0.11380413,cassette player,482,0.09802374,radio,754,0.07771496,oscilloscope,688,0.03775002,cassette,481,0.024428695,CD player,485,0.021511823,cash machine,480,0.014747471,monitor,664,0.005386838,loudspeaker,632,0.0053207665,laptop,620,0.0047718487
66,66,Image of Cassette Player,Cassette Player,5858,CD player,485,0.24772744,tape player,848,0.1417425,cassette player,482,0.12683843,printer,742,0.04656721,radio,754,0.025550084,photocopier,713,0.017535811,desktop computer,527,0.00842416,cassette,481,0.0057612765,cash machine,480,0.0047488515,hard disc,592,0.003580675
67,67,Image of Cassette Player,Cassette Player,7563,mailbox,637,0.16375223,cash machine,480,0.12833071,tape player,848,0.043401647,cassette player,482,0.028257351,radio,754,0.02738151,CD player,485,0.010727627,wall clock,892,0.010408384,television,851,0.0072534787,digital clock,530,0.006673175,desktop computer,527,0.00633876
68,68,Image of Cassette Player,Cassette Player,9309,switch,844,0.34428647,combination lock,507,0.010916128,joystick,613,0.009593592,cash machine,480,0.009245771,modem,662,0.0073509,hard disc,592,0.006660547,computer keyboard,508,0.0062169866,loudspeaker,632,0.0057465653,screw,783,0.005608535,safe,771,0.0052811913
69,69,Image of Cassette Player,Cassette Player,1793,CD player,485,0.1505207,switch,844,0.067044504,scale,778,0.049193103,mouse,673,0.019063074,remote control,761,0.017670373,tape player,848,0.01253205,puck,746,0.011753606,computer keyboard,508,0.00920108,cash machine,480,0.008245677,stopwatch,826,0.0068811504
70,70,Image of Cassette Player,Cassette Player,7499,cassette,481,0.24175449,tape player,848,0.13972022,cassette player,482,0.12536055,CD player,485,0.02874038,radio,754,0.011238506,printer,742,0.010013511,photocopier,713,0.0049689976,cash machine,480,0.0039071054,digital clock,530,0.0033177459,typewriter keyboard,878,0.0027639181
71,71,Image of Cassette Player,Cassette Player,5667,radio,754,0.19282423,CD player,485,0.10454368,cassette player,482,0.06691726,tape player,848,0.052184355,loudspeaker,632,0.0475454,switch,844,0.045326382,safe,771,0.037094448,cassette,481,0.016860105,iPod,605,0.016588133,remote control,761,0.013439497
72,72,Image of Cassette Player,Cassette Player,3321,tape player,848,0.14385623,cassette player,482,0.11434554,CD player,485,0.05340536,cassette,481,0.022983447,radio,754,0.018754393,digital clock,530,0.0108320955,iPod,605,0.009367025,television,851,0.0076141357,notebook,681,0.007030094,loudspeaker,632,0.0059587737
73,73,Image of Cassette Player,Cassette Player,7223,tape player,848,0.20684616,cassette player,482,0.12045335,cassette,481,0.07164853,Polaroid camera,732,0.06816224,switch,844,0.032058463,reflex camera,759,0.019840319,printer,742,0.014336265,radio,754,0.011477203,CD player,485,0.009458026,joystick,613,0.00712766
74,74,Image of Cassette Player,Cassette Player,4248,radio,754,0.23443355,tape player,848,0.10335563,CD player,485,0.10055474,cassette player,482,0.051967945,cassette,481,0.017034737,home theater,598,0.010763232,vending machine,886,0.008690405,Polaroid camera,732,0.007214388,loudspeaker,632,0.0045484337,microwave,651,0.0045211967
75,75,Image of Cassette Player,Cassette Player,6736,cash machine,480,0.36789364,printer,742,0.0032387148,photocopier,713,0.0031625298,screen,782,0.0028749187,pay-phone,707,0.0022590582,tape player,848,0.002209903,desktop computer,527,0.002040059,television,851,0.0019221369,mailbox,637,0.0018739997,cassette player,482,0.0017981727
76,76,Image of Cassette Player,Cassette Player,1915,iPod,605,0.21193038,switch,844,0.059042156,loudspeaker,632,0.037561346,remote control,761,0.03176372,radio,754,0.026884774,modem,662,0.012901978,CD player,485,0.009232763,cassette player,482,0.008921656,tape player,848,0.008432307,hard disc,592,0.008248502
77,77,Image of Cassette Player,Cassette Player,7106,radio,754,0.15425669,cassette player,482,0.120939836,tape player,848,0.11603179,CD player,485,0.04106423,loudspeaker,632,0.040606897,cassette,481,0.014965632,printer,742,0.011710332,mouse,673,0.011380541,desktop computer,527,0.0074663814,joystick,613,0.0067550354
78,78,Image of Cassette Player,Cassette Player,2868,cassette,481,0.17679226,tape player,848,0.15188256,cassette player,482,0.063948385,digital clock,530,0.021438062,switch,844,0.019185696,radio,754,0.017624587,CD player,485,0.012006813,projector,745,0.008276805,vending machine,886,0.007439143,loudspeaker,632,0.0061604865
79,79,Image of Cassette Player,Cassette Player,5827,tape player,848,0.21065408,cassette player,482,0.15907027,cassette,481,0.08645779,CD player,485,0.04412624,radio,754,0.018393788,cash machine,480,0.01561,printer,742,0.0050701746,safe,771,0.003810813,analog clock,409,0.0022503338,Polaroid camera,732,0.0021497824
80,80,Image of Cassette Player,Cassette Player,7425,tape player,848,0.16345815,cassette player,482,0.13513304,radio,754,0.07072037,CD player,485,0.04814004,cassette,481,0.032340538,Polaroid camera,732,0.020418964,loudspeaker,632,0.014862261,modem,662,0.006534277,joystick,613,0.00494754,cellular telephone,487,0.0046868217
81,81,Image of Cassette Player,Cassette Player,5306,safe,771,0.1206987,tape player,848,0.101071306,cassette player,482,0.07887751,cassette,481,0.07340272,radio,754,0.03616302,CD player,485,0.027731925,Polaroid camera,732,0.023583336,cash machine,480,0.007095898,thatch,853,0.0036467293,combination lock,507,0.0035566208
82,82,Image of Cassette Player,Cassette Player,8540,safe,771,0.14895175,Polaroid camera,732,0.063787885,radio,754,0.028909368,tape player,848,0.018996729,oscilloscope,688,0.018260743,cassette player,482,0.015400827,combination lock,507,0.015143188,monitor,664,0.008167286,reflex camera,759,0.008022132,CD player,485,0.0077327904
83,83,Image of Cassette Player,Cassette Player,2354,tape player,848,0.16882174,cassette player,482,0.12728527,CD player,485,0.084209576,radio,754,0.06051692,microwave,651,0.027975973,cassette,481,0.023394706,television,851,0.012369385,digital clock,530,0.0112062795,stove,827,0.0094460165,desktop computer,527,0.006366687
84,84,Image of Cassette Player,Cassette Player,1485,carton,478,0.2120386,envelope,549,0.08169436,cash machine,480,0.029434446,book jacket,921,0.016709205,packet,692,0.016302759,remote control,761,0.013742074,vending machine,886,0.00888397,binder,446,0.0071484074,CD player,485,0.007074385,web site,916,0.006975099
85,85,Image of Cassette Player,Cassette Player,4502,loudspeaker,632,0.0639129,desktop computer,527,0.032359198,television,851,0.025460768,tape player,848,0.022227393,radio,754,0.014018448,CD player,485,0.013679748,cassette player,482,0.01349431,screen,782,0.012402156,monitor,664,0.012302166,cash machine,480,0.010387544
86,86,Image of Cassette Player,Cassette Player,4533,Polaroid camera,732,0.18019253,tape player,848,0.050592326,radio,754,0.0323745,cassette player,482,0.032286104,projector,745,0.030755553,cassette,481,0.025643436,CD player,485,0.025402872,loudspeaker,632,0.0061585777,reflex camera,759,0.0056410753,microwave,651,0.005337695
87,87,Image of Cassette Player,Cassette Player,9511,tape player,848,0.21606639,cassette player,482,0.15408331,cassette,481,0.061475497,CD player,485,0.019437173,mailbox,637,0.013108538,cash machine,480,0.00929299,hook,600,0.008739613,digital clock,530,0.006447386,radio,754,0.0056527606,desktop computer,527,0.0044458597
88,88,Image of Cassette Player,Cassette Player,4372,cash machine,480,0.42643523,cassette player,482,0.027356554,window screen,904,0.016409969,tape player,848,0.012862782,CD player,485,0.007654175,cassette,481,0.0050929794,microwave,651,0.0046334374,radio,754,0.0036536208,loudspeaker,632,0.0034780307,vending machine,886,0.003380728
89,89,Image of Cassette Player,Cassette Player,2761,cassette player,482,0.12565574,CD player,485,0.123478495,tape player,848,0.12092686,radio,754,0.06915714,cassette,481,0.029413262,loudspeaker,632,0.0045567844,modem,662,0.0037796588,printer,742,0.0032835184,digital clock,530,0.0032503298,home theater,598,0.002433346
