,case_number,prompt,label_str,evaluation_seed,category_top1,index_top1,scores_top1,category_top2,index_top2,scores_top2,category_top3,index_top3,scores_top3,category_top4,index_top4,scores_top4,category_top5,index_top5,scores_top5,category_top6,index_top6,scores_top6,category_top7,index_top7,scores_top7,category_top8,index_top8,scores_top8,category_top9,index_top9,scores_top9,category_top10,index_top10,scores_top10
10,10,Image of Cassette Player,Cassette Player,4866,CD player,485,0.31153166,radio,754,0.114633106,loudspeaker,632,0.044527434,tape player,848,0.036725134,desktop computer,527,0.025309825,cassette player,482,0.018884199,home theater,598,0.01412117,television,851,0.010580496,iPod,605,0.009900479,modem,662,0.008810313
11,11,Image of Cassette Player,Cassette Player,7086,CD player,485,0.16828576,tape player,848,0.09207642,cassette player,482,0.07230423,radio,754,0.0693611,loudspeaker,632,0.023248198,cassette,481,0.020992761,Polaroid camera,732,0.011080737,hard disc,592,0.010513038,reflex camera,759,0.004637976,home theater,598,0.003999743
12,12,Image of Cassette Player,Cassette Player,2277,tape player,848,0.26495382,cassette player,482,0.13568223,cassette,481,0.097321436,CD player,485,0.04230469,radio,754,0.0071589164,notebook,681,0.00714846,switch,844,0.006733126,digital clock,530,0.0066671716,iPod,605,0.0062432424,book jacket,921,0.0054339
13,13,Image of Cassette Player,Cassette Player,8834,cassette player,482,0.24700055,tape player,848,0.20323904,cassette,481,0.11106855,CD player,485,0.055813637,radio,754,0.033081133,microwave,651,0.009206971,Polaroid camera,732,0.0055228686,loudspeaker,632,0.0042391564,reflex camera,759,0.004181757,washer,897,0.003048049
14,14,Image of Cassette Player,Cassette Player,3736,tape player,848,0.18557699,cassette player,482,0.12432617,CD player,485,0.061324865,cassette,481,0.051263567,radio,754,0.025842588,digital clock,530,0.008322705,loudspeaker,632,0.007113513,iPod,605,0.0055896128,analog clock,409,0.0053059515,remote control,761,0.0036124676
15,15,Image of Cassette Player,Cassette Player,3753,tape player,848,0.062808104,radio,754,0.046513386,desktop computer,527,0.039393846,CD player,485,0.03529279,cassette player,482,0.033803053,loudspeaker,632,0.031049803,mailbox,637,0.018485326,safe,771,0.015769446,analog clock,409,0.013600874,switch,844,0.01171581
16,16,Image of Cassette Player,Cassette Player,7545,radio,754,0.21495242,tape player,848,0.08054254,CD player,485,0.07346347,cassette player,482,0.061985455,loudspeaker,632,0.034840148,cassette,481,0.017595623,digital clock,530,0.003698833,analog clock,409,0.0029615352,home theater,598,0.0026698632,iPod,605,0.0019480954
17,17,Image of Cassette Player,Cassette Player,5592,CD player,485,0.1481147,tape player,848,0.10348236,radio,754,0.10057886,cassette player,482,0.06667358,cassette,481,0.050708026,home theater,598,0.006128537,Polaroid camera,732,0.005577915,loudspeaker,632,0.0041533117,projector,745,0.0025799838,analog clock,409,0.0022971386
18,18,Image of Cassette Player,Cassette Player,4528,radio,754,0.15296203,CD player,485,0.11583639,tape player,848,0.07266056,cassette player,482,0.038410082,home theater,598,0.031399045,loudspeaker,632,0.022375733,television,851,0.014515404,entertainment center,548,0.0137239015,cassette,481,0.011820513,desktop computer,527,0.0050052465
19,19,Image of Cassette Player,Cassette Player,1385,envelope,549,0.19762328,desktop computer,527,0.1331461,ashcan,412,0.06571489,hard disc,592,0.043956153,dishwasher,534,0.024028134,iPod,605,0.02072065,microwave,651,0.008618646,printer,742,0.008423124,space heater,811,0.008158097,stove,827,0.0075869733
20,20,Image of Cassette Player,Cassette Player,1229,CD player,485,0.22076562,tape player,848,0.06719744,cassette player,482,0.061556663,radio,754,0.0443747,cassette,481,0.022850025,loudspeaker,632,0.005280514,modem,662,0.0042579,digital clock,530,0.002993045,hard disc,592,0.0023222645,spotted salamander,28,0.0021644246
21,21,Image of Cassette Player,Cassette Player,2988,cassette,481,0.23019503,cassette player,482,0.18454906,tape player,848,0.16450654,CD player,485,0.009941518,radio,754,0.0067806276,mailbox,637,0.0020683943,wallet,893,0.0019384105,safe,771,0.0015699958,carton,478,0.0015696635,digital clock,530,0.0015014288
22,22,Image of Cassette Player,Cassette Player,9837,tape player,848,0.17096233,cassette player,482,0.16399641,radio,754,0.10590611,CD player,485,0.06630526,cassette,481,0.028408064,digital clock,530,0.0064699096,sewing machine,786,0.0030805168,analog clock,409,0.0029562355,loudspeaker,632,0.002455557,iPod,605,0.00200857
23,23,Image of Cassette Player,Cassette Player,1245,tape player,848,0.18643056,cassette player,482,0.16450824,cassette,481,0.06659992,CD player,485,0.019165438,radio,754,0.01331593,home theater,598,0.003810504,digital clock,530,0.002974859,loudspeaker,632,0.0025963124,entertainment center,548,0.0024614255,Polaroid camera,732,0.0021018982
24,24,Image of Cassette Player,Cassette Player,6897,CD player,485,0.18717405,tape player,848,0.17095336,cassette player,482,0.13664822,radio,754,0.06346096,cassette,481,0.024398435,loudspeaker,632,0.0031450975,digital clock,530,0.0023953477,home theater,598,0.002155914,entertainment center,548,0.001210684,switch,844,0.0011902755
25,25,Image of Cassette Player,Cassette Player,2952,tape player,848,0.126685,cassette player,482,0.12114766,cassette,481,0.075857475,iPod,605,0.051736493,space heater,811,0.036137704,radio,754,0.035337828,CD player,485,0.015395001,modem,662,0.01528273,cellular telephone,487,0.011421631,digital clock,530,0.0091763
26,26,Image of Cassette Player,Cassette Player,5071,parking meter,704,0.062319785,pay-phone,707,0.0528823,tape player,848,0.050878987,toaster,859,0.040020455,desktop computer,527,0.03965688,vending machine,886,0.029353809,CD player,485,0.02807449,cassette player,482,0.025926579,hard disc,592,0.023211107,mailbox,637,0.018111872
27,27,Image of Cassette Player,Cassette Player,4469,radio,754,0.16512044,Polaroid camera,732,0.10088119,cassette,481,0.038302436,tape player,848,0.0382997,safe,771,0.031332035,cassette player,482,0.030569868,sewing machine,786,0.028501317,combination lock,507,0.013995225,CD player,485,0.007866006,ambulance,407,0.007380267
28,28,Image of Cassette Player,Cassette Player,3360,tape player,848,0.1420575,cassette player,482,0.11097676,cassette,481,0.080702245,radio,754,0.045303456,CD player,485,0.043653317,cash machine,480,0.007375143,vending machine,886,0.0067685572,microwave,651,0.0044597615,digital clock,530,0.0037298973,oscilloscope,688,0.0034526475
29,29,Image of Cassette Player,Cassette Player,6974,radio,754,0.16999575,CD player,485,0.14171936,cassette player,482,0.08727496,tape player,848,0.078015,loudspeaker,632,0.017129738,cassette,481,0.014301402,home theater,598,0.013323171,television,851,0.009401589,projector,745,0.009295168,analog clock,409,0.007993671
30,30,Image of Cassette Player,Cassette Player,1547,radio,754,0.1495331,cassette player,482,0.123154104,tape player,848,0.12020634,cassette,481,0.09553731,CD player,485,0.06326701,desktop computer,527,0.004383222,television,851,0.004049338,loudspeaker,632,0.0036370503,notebook,681,0.0029150932,iPod,605,0.0025087092
31,31,Image of Cassette Player,Cassette Player,8395,tape player,848,0.19343151,cassette player,482,0.15467927,CD player,485,0.046134017,cassette,481,0.043423936,radio,754,0.027359277,loudspeaker,632,0.008536728,wallet,893,0.004120897,reflex camera,759,0.0028463139,television,851,0.0027189325,toilet tissue,999,0.0026624089
32,32,Image of Cassette Player,Cassette Player,1800,mailbox,637,0.11697748,switch,844,0.06126914,desktop computer,527,0.03094724,cash machine,480,0.029290622,tape player,848,0.023968007,radio,754,0.022334361,cassette player,482,0.021077454,CD player,485,0.013413024,computer keyboard,508,0.011426835,iPod,605,0.010293472
33,33,Image of Cassette Player,Cassette Player,9244,tape player,848,0.103631556,Polaroid camera,732,0.07843743,CD player,485,0.061804857,cassette player,482,0.056202814,radio,754,0.04372955,projector,745,0.036226597,cassette,481,0.012058935,loudspeaker,632,0.0073079434,lens cap,622,0.004601262,printer,742,0.0045868265
34,34,Image of Cassette Player,Cassette Player,8588,tape player,848,0.14753231,cassette player,482,0.14348471,CD player,485,0.06179487,cassette,481,0.061667293,radio,754,0.0492279,Polaroid camera,732,0.009679064,pot,738,0.008293643,loudspeaker,632,0.006617677,pineapple,953,0.0058850725,cellular telephone,487,0.005095225
35,35,Image of Cassette Player,Cassette Player,9801,cassette player,482,0.23521776,tape player,848,0.1407898,cassette,481,0.084548235,iPod,605,0.06698475,CD player,485,0.028673114,radio,754,0.013801584,loudspeaker,632,0.0033446013,digital clock,530,0.0032615263,projector,745,0.0029668864,washer,897,0.0022456667
36,36,Image of Cassette Player,Cassette Player,3004,Polaroid camera,732,0.2164884,reflex camera,759,0.044486243,dial telephone,528,0.027529188,loudspeaker,632,0.025571726,tape player,848,0.020272367,safe,771,0.018020658,radio,754,0.013923506,parking meter,704,0.012988569,cassette player,482,0.010762549,printer,742,0.009999273
37,37,Image of Cassette Player,Cassette Player,3060,tape player,848,0.109542206,cassette,481,0.0857443,CD player,485,0.08164269,cassette player,482,0.07714051,radio,754,0.072206974,home theater,598,0.004420142,entertainment center,548,0.004242613,digital clock,530,0.0031134996,loudspeaker,632,0.0028480424,window shade,905,0.0023932022
38,38,Image of Cassette Player,Cassette Player,9240,tape player,848,0.20922269,cassette player,482,0.16186129,CD player,485,0.056753613,cassette,481,0.051323615,radio,754,0.0169451,desktop computer,527,0.009880591,loudspeaker,632,0.00695451,television,851,0.0035645375,home theater,598,0.0031054565,wallet,893,0.0029408028
39,39,Image of Cassette Player,Cassette Player,9657,oscilloscope,688,0.12250531,radio,754,0.07059728,CD player,485,0.058481954,tape player,848,0.030102251,cassette player,482,0.02177603,screen,782,0.021278296,scale,778,0.013574556,microwave,651,0.012717215,monitor,664,0.010696599,printer,742,0.010553102
40,40,Image of Cassette Player,Cassette Player,8822,tape player,848,0.1483646,cassette player,482,0.13097832,CD player,485,0.05628525,radio,754,0.042787354,cellular telephone,487,0.038491916,desktop computer,527,0.021457417,cassette,481,0.017508876,loudspeaker,632,0.008147524,remote control,761,0.007013146,hard disc,592,0.0057964525
41,41,Image of Cassette Player,Cassette Player,9272,CD player,485,0.3134182,tape player,848,0.13432384,cassette player,482,0.103379436,radio,754,0.032380644,cassette,481,0.021951951,modem,662,0.02073377,digital clock,530,0.010844826,iPod,605,0.009207563,hard disc,592,0.0029329553,ballpoint,418,0.0028928986
42,42,Image of Cassette Player,Cassette Player,8866,CD player,485,0.25234765,tape player,848,0.18186577,radio,754,0.09552294,cassette player,482,0.065587215,home theater,598,0.019100241,entertainment center,548,0.01770231,cassette,481,0.015166822,television,851,0.010920648,microwave,651,0.009087242,safe,771,0.0068892385
43,43,Image of Cassette Player,Cassette Player,2764,CD player,485,0.21954569,radio,754,0.12929063,tape player,848,0.08663969,cassette player,482,0.051350724,loudspeaker,632,0.026755463,Polaroid camera,732,0.017850094,cassette,481,0.012136415,safe,771,0.009836887,digital clock,530,0.0076792417,microwave,651,0.005779458
44,44,Image of Cassette Player,Cassette Player,9268,tape player,848,0.28178525,cassette player,482,0.11310266,switch,844,0.05070659,radio,754,0.026131118,CD player,485,0.02429027,vending machine,886,0.019482078,loudspeaker,632,0.016743,modem,662,0.011159675,Polaroid camera,732,0.010535485,cash machine,480,0.01041281
45,45,Image of Cassette Player,Cassette Player,5888,CD player,485,0.24671367,radio,754,0.09907582,printer,742,0.033274088,tape player,848,0.032646433,oscilloscope,688,0.03073895,digital clock,530,0.027617026,microwave,651,0.026503015,cassette player,482,0.026173195,screen,782,0.01544223,monitor,664,0.008054295
46,46,Image of Cassette Player,Cassette Player,8356,tape player,848,0.054366115,printer,742,0.051447112,cassette player,482,0.046709124,iPod,605,0.04242327,radio,754,0.029829873,toaster,859,0.022740157,cassette,481,0.020511633,pencil sharpener,710,0.019704472,projector,745,0.012966877,loudspeaker,632,0.009672447
47,47,Image of Cassette Player,Cassette Player,3844,tape player,848,0.17165361,cassette player,482,0.094695166,CD player,485,0.08963599,radio,754,0.087107696,cassette,481,0.025875181,loudspeaker,632,0.0029274826,digital clock,530,0.002604143,pot,738,0.0021242592,home theater,598,0.0020629396,analog clock,409,0.0018688828
48,48,Image of Cassette Player,Cassette Player,2345,CD player,485,0.14568119,tape player,848,0.14566563,cassette player,482,0.10386869,radio,754,0.07120745,cassette,481,0.051907483,Polaroid camera,732,0.022939326,washer,897,0.008344863,loudspeaker,632,0.0047369427,analog clock,409,0.003826084,microwave,651,0.0035056104
49,49,Image of Cassette Player,Cassette Player,9490,tape player,848,0.17945743,cassette player,482,0.14058141,CD player,485,0.07060342,radio,754,0.022794142,cassette,481,0.019276753,cash machine,480,0.005869669,mailbox,637,0.0036278754,printer,742,0.0030049994,loudspeaker,632,0.002379518,digital clock,530,0.0020050816
50,50,Image of Cassette Player,Cassette Player,6707,CD player,485,0.14905116,tape player,848,0.13122164,cassette player,482,0.10112349,radio,754,0.062203523,cassette,481,0.0274089,printer,742,0.0140573215,desktop computer,527,0.008660512,loudspeaker,632,0.007565581,projector,745,0.006989402,television,851,0.0064090486
51,51,Image of Cassette Player,Cassette Player,3057,radio,754,0.1999923,tape player,848,0.103023626,CD player,485,0.096924394,cassette player,482,0.07739926,loudspeaker,632,0.03194361,cassette,481,0.012864055,safe,771,0.0107547,Polaroid camera,732,0.008076842,microwave,651,0.0061783553,digital clock,530,0.004610266
52,52,Image of Cassette Player,Cassette Player,4676,tape player,848,0.26079988,cassette player,482,0.14913793,CD player,485,0.086493224,radio,754,0.03617015,cassette,481,0.019549994,cash machine,480,0.014400978,microwave,651,0.010096445,stove,827,0.009081133,printer,742,0.009062944,digital clock,530,0.005792087
53,53,Image of Cassette Player,Cassette Player,5691,radio,754,0.18550032,Polaroid camera,732,0.089422114,CD player,485,0.07662612,tape player,848,0.059120726,cassette player,482,0.0523439,projector,745,0.017277254,cassette,481,0.016416341,modem,662,0.010730315,digital clock,530,0.009801639,web site,916,0.0064953086
54,54,Image of Cassette Player,Cassette Player,7600,tape player,848,0.21442237,cassette player,482,0.081816606,digital clock,530,0.056050386,remote control,761,0.03848651,modem,662,0.035598364,radio,754,0.034147438,iPod,605,0.031046825,CD player,485,0.021968128,cellular telephone,487,0.018197399,cassette,481,0.015701627
55,55,Image of Cassette Player,Cassette Player,4656,tape player,848,0.16287355,CD player,485,0.1297395,cassette player,482,0.103573166,radio,754,0.058853555,cassette,481,0.036480293,Polaroid camera,732,0.020203352,loudspeaker,632,0.007809865,projector,745,0.006667647,analog clock,409,0.0028309806,home theater,598,0.0020357484
56,56,Image of Cassette Player,Cassette Player,4785,cassette player,482,0.11978061,cassette,481,0.10621318,tape player,848,0.08405136,radio,754,0.08114236,iPod,605,0.01121896,loudspeaker,632,0.0063820966,CD player,485,0.0063409,digital clock,530,0.0050997646,desktop computer,527,0.0049572648,analog clock,409,0.004534605
57,57,Image of Cassette Player,Cassette Player,3956,tape player,848,0.16327302,cassette player,482,0.11783972,Polaroid camera,732,0.11324199,radio,754,0.09957839,cassette,481,0.0866907,safe,771,0.015498269,CD player,485,0.012672938,digital clock,530,0.0069577834,switch,844,0.0065197595,combination lock,507,0.0046970276
58,58,Image of Cassette Player,Cassette Player,9451,tape player,848,0.15090853,cassette player,482,0.13862872,radio,754,0.057344444,cassette,481,0.04135221,CD player,485,0.037582397,space heater,811,0.033559177,digital clock,530,0.016915808,modem,662,0.011369071,switch,844,0.0113211665,fire screen,556,0.008541174
59,59,Image of Cassette Player,Cassette Player,6788,CD player,485,0.18120055,radio,754,0.15001124,cassette player,482,0.10212638,tape player,848,0.101614155,cassette,481,0.04904372,dishwasher,534,0.00703283,Polaroid camera,732,0.00508413,digital clock,530,0.004489828,loudspeaker,632,0.004300054,washer,897,0.0030159482
60,60,Image of Cassette Player,Cassette Player,4592,cassette,481,0.26717556,cassette player,482,0.14624369,tape player,848,0.10977445,CD player,485,0.048565764,radio,754,0.027294923,hard disc,592,0.002893436,Polaroid camera,732,0.0027734064,notebook,681,0.0026503569,iPod,605,0.002419089,modem,662,0.002358116
61,61,Image of Cassette Player,Cassette Player,8032,radio,754,0.2749722,CD player,485,0.21204652,tape player,848,0.03357414,cassette player,482,0.025978735,web site,916,0.015832817,cassette,481,0.011870917,digital clock,530,0.010668197,modem,662,0.010023291,hard disc,592,0.005799228,notebook,681,0.003721087
62,62,Image of Cassette Player,Cassette Player,6567,tape player,848,0.32646102,cassette player,482,0.16561863,CD player,485,0.059326246,radio,754,0.030760368,Polaroid camera,732,0.0136075765,cassette,481,0.011429294,ballpoint,418,0.007621853,printer,742,0.0055959867,digital clock,530,0.005276937,loudspeaker,632,0.005075323
63,63,Image of Cassette Player,Cassette Player,9508,tape player,848,0.17577678,CD player,485,0.101818234,cassette player,482,0.089471914,cassette,481,0.031999823,desktop computer,527,0.028442524,radio,754,0.025165886,cash machine,480,0.013056675,mailbox,637,0.0066656177,television,851,0.0054661287,hard disc,592,0.0051117274
64,64,Image of Cassette Player,Cassette Player,6406,tape player,848,0.20631857,cassette player,482,0.12259351,CD player,485,0.10652784,cassette,481,0.054624554,radio,754,0.036429603,cash machine,480,0.01753438,television,851,0.007141182,printer,742,0.006044729,home theater,598,0.005741875,loudspeaker,632,0.004591228
65,65,Image of Cassette Player,Cassette Player,3123,cassette,481,0.22088982,tape player,848,0.11168985,cassette player,482,0.07380418,safe,771,0.030892525,radio,754,0.012631591,cash machine,480,0.008325814,CD player,485,0.008014436,oscilloscope,688,0.0036869796,vending machine,886,0.0036720575,loudspeaker,632,0.003487345
66,66,Image of Cassette Player,Cassette Player,5858,vending machine,886,0.16279367,tape player,848,0.16254011,CD player,485,0.11386169,cassette player,482,0.0835008,cash machine,480,0.041954596,switch,844,0.017774405,cassette,481,0.014587409,radio,754,0.012290226,modem,662,0.008920876,printer,742,0.008701269
67,67,Image of Cassette Player,Cassette Player,7563,tape player,848,0.34560487,cassette player,482,0.14565447,cassette,481,0.06781007,CD player,485,0.029153502,radio,754,0.017358406,television,851,0.011050267,desktop computer,527,0.0064327046,digital clock,530,0.006067909,loudspeaker,632,0.0050682263,cash machine,480,0.0049448516
68,68,Image of Cassette Player,Cassette Player,9309,tape player,848,0.18618426,CD player,485,0.12482161,cassette player,482,0.10315868,cassette,481,0.019087894,radio,754,0.015634136,switch,844,0.011368008,analog clock,409,0.009214657,television,851,0.008100331,Polaroid camera,732,0.007543762,loudspeaker,632,0.006565722
69,69,Image of Cassette Player,Cassette Player,1793,tape player,848,0.12894872,radio,754,0.09753923,cassette player,482,0.09540022,CD player,485,0.0809083,cassette,481,0.038676202,Polaroid camera,732,0.012380262,desktop computer,527,0.009507216,cellular telephone,487,0.008776886,loudspeaker,632,0.0074515482,digital clock,530,0.0051267254
70,70,Image of Cassette Player,Cassette Player,7499,cassette,481,0.29859447,tape player,848,0.13385011,cassette player,482,0.10829882,CD player,485,0.0155247515,radio,754,0.008433053,home theater,598,0.0036882116,printer,742,0.0032456135,cash machine,480,0.0025679865,television,851,0.0025537675,photocopier,713,0.0025218753
71,71,Image of Cassette Player,Cassette Player,5667,tape player,848,0.21912347,cassette player,482,0.19431359,cassette,481,0.06892196,CD player,485,0.06310058,radio,754,0.047174882,loudspeaker,632,0.00894443,home theater,598,0.006948408,entertainment center,548,0.005288802,digital clock,530,0.0038657212,television,851,0.0035979091
72,72,Image of Cassette Player,Cassette Player,3321,tape player,848,0.2643407,cassette player,482,0.112961255,radio,754,0.06524607,CD player,485,0.058988404,projector,745,0.015707972,cassette,481,0.015020934,printer,742,0.014369642,loudspeaker,632,0.013264938,desktop computer,527,0.009965701,television,851,0.009475428
73,73,Image of Cassette Player,Cassette Player,7223,CD player,485,0.13442092,tape player,848,0.05887606,radio,754,0.055117827,cassette player,482,0.047786783,modem,662,0.040550254,cassette,481,0.015520238,loudspeaker,632,0.015121652,desktop computer,527,0.008961003,hard disc,592,0.008679771,printer,742,0.005959146
74,74,Image of Cassette Player,Cassette Player,4248,tape player,848,0.19219635,cassette player,482,0.14170156,cassette,481,0.089845456,radio,754,0.084071495,CD player,485,0.019853948,loudspeaker,632,0.0191007,television,851,0.010974131,entertainment center,548,0.008864224,home theater,598,0.0077187507,microwave,651,0.0060758144
75,75,Image of Cassette Player,Cassette Player,6736,tape player,848,0.2729756,cassette player,482,0.17105867,CD player,485,0.024807975,printer,742,0.017370937,radio,754,0.009433329,switch,844,0.008484107,cassette,481,0.008440917,cash machine,480,0.008186671,safe,771,0.0071867635,microwave,651,0.005692443
76,76,Image of Cassette Player,Cassette Player,1915,radio,754,0.12975469,tape player,848,0.11949248,cassette player,482,0.10526586,CD player,485,0.06714629,cassette,481,0.03773762,iPod,605,0.025826897,modem,662,0.022866866,printer,742,0.016470445,hand-held computer,590,0.0147841675,mailbox,637,0.010926877
77,77,Image of Cassette Player,Cassette Player,7106,CD player,485,0.14795552,tape player,848,0.12910788,radio,754,0.08807168,cassette player,482,0.086553656,loudspeaker,632,0.013658903,cassette,481,0.01065798,home theater,598,0.0060181143,analog clock,409,0.0024031403,printer,742,0.002261543,entertainment center,548,0.0022074021
78,78,Image of Cassette Player,Cassette Player,2868,tape player,848,0.061536107,projector,745,0.039666057,cassette,481,0.034758616,CD player,485,0.030978933,cassette player,482,0.029722963,loudspeaker,632,0.027818147,Polaroid camera,732,0.02323379,safe,771,0.0229119,radio,754,0.018795976,desktop computer,527,0.012724099
79,79,Image of Cassette Player,Cassette Player,5827,tape player,848,0.2037428,cassette player,482,0.1124908,CD player,485,0.08491871,cassette,481,0.06401375,radio,754,0.050600592,loudspeaker,632,0.0072108908,desktop computer,527,0.0052325916,home theater,598,0.0024170044,television,851,0.0024129406,cash machine,480,0.002314833
80,80,Image of Cassette Player,Cassette Player,7425,tape player,848,0.15490918,cassette player,482,0.111641295,cassette,481,0.07273317,CD player,485,0.027036281,radio,754,0.023951424,mailbox,637,0.011461457,safe,771,0.0075300005,loudspeaker,632,0.0074031525,Polaroid camera,732,0.007297177,cash machine,480,0.0066308603
81,81,Image of Cassette Player,Cassette Player,5306,Polaroid camera,732,0.17375661,cassette,481,0.07350399,tape player,848,0.07045497,safe,771,0.06615404,cassette player,482,0.0568914,radio,754,0.037267193,CD player,485,0.02544097,loudspeaker,632,0.019147344,combination lock,507,0.015206921,analog clock,409,0.005216582
82,82,Image of Cassette Player,Cassette Player,8540,Polaroid camera,732,0.2530573,safe,771,0.12364154,radio,754,0.014661842,CD player,485,0.014057115,tape player,848,0.011334213,cassette player,482,0.011110168,loudspeaker,632,0.0077895992,cellular telephone,487,0.0072751897,combination lock,507,0.0067302343,cash machine,480,0.0054722084
83,83,Image of Cassette Player,Cassette Player,2354,cassette player,482,0.16390485,tape player,848,0.15875131,radio,754,0.045256548,television,851,0.040577207,CD player,485,0.033988457,microwave,651,0.019316822,Polaroid camera,732,0.015243781,cassette,481,0.014249428,stove,827,0.0104518905,entertainment center,548,0.007007994
84,84,Image of Cassette Player,Cassette Player,1485,tape player,848,0.17953387,cassette player,482,0.08548798,CD player,485,0.06075058,printer,742,0.060185596,hard disc,592,0.02563716,radio,754,0.020012459,cassette,481,0.018296802,desktop computer,527,0.01805854,loudspeaker,632,0.01725868,entertainment center,548,0.01645402
85,85,Image of Cassette Player,Cassette Player,4502,tape player,848,0.12743153,CD player,485,0.11027753,cassette player,482,0.079425685,radio,754,0.057985846,home theater,598,0.03863266,entertainment center,548,0.026069297,loudspeaker,632,0.022921033,television,851,0.01776651,cassette,481,0.008070323,cash machine,480,0.0066842977
86,86,Image of Cassette Player,Cassette Player,4533,radio,754,0.16825204,tape player,848,0.09260034,cassette player,482,0.08826241,CD player,485,0.085261546,cassette,481,0.028877588,Polaroid camera,732,0.0101592615,loudspeaker,632,0.007155068,digital clock,530,0.0048288573,oscilloscope,688,0.0047305725,switch,844,0.0033846106
87,87,Image of Cassette Player,Cassette Player,9511,radio,754,0.29567936,CD player,485,0.085889034,tape player,848,0.06337574,cassette player,482,0.060726132,iPod,605,0.007612833,cassette,481,0.006818165,loudspeaker,632,0.0060720034,home theater,598,0.0058753444,oscilloscope,688,0.0038277784,digital clock,530,0.0034078637
88,88,Image of Cassette Player,Cassette Player,4372,cassette player,482,0.20685379,tape player,848,0.16685626,cassette,481,0.10209606,cash machine,480,0.02192719,radio,754,0.016045958,vending machine,886,0.014073631,CD player,485,0.008738893,microwave,651,0.0071953293,Polaroid camera,732,0.0065508685,window screen,904,0.0057398607
89,89,Image of Cassette Player,Cassette Player,2761,tape player,848,0.10942695,radio,754,0.1040026,cassette player,482,0.09898779,CD player,485,0.08177742,cassette,481,0.04456518,digital clock,530,0.0039281035,loudspeaker,632,0.00363521,analog clock,409,0.0031719597,rule,769,0.0021207647,switch,844,0.0020616702
